kodi_projekti,emertimi,kodi_institucioni,kodi_programi,viti_fiskal,kodi_llogarie_ekonomike,burimi_i_financimit
PRJ-000193,“Mirëmbajtje sistemi Core Bank”,INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-000194,Riparim-shërbimi i automjeteve,INST-0965,,2026,231,Të ardhura të trashiguara
PRJ-000195,Blerje mjet zjarrefikes,INST-0150,,2026,230,Financim i huaj
PRJ-000196,Blerje artikuj ushqimorë për Shkollën Speciale Luigj Gurakuqi për  vitin 2026,INST-0934,,2026,230,Financim i huaj
PRJ-000197,‘‘Blerje orendish dhe pajisjesh zyre” për nevojat e disa Autoriteteve Kontraktore.,INST-0621,,2026,230,Buxheti i Shtetit
PRJ-000198,BLERJE E DY BILETAVE ME DESTINACION ATHINEN UST,INST-1015,,2026,230,Të ardhura të trashiguara
PRJ-000199,Blerje biletë udhëtimi me itinerar vajtje ardhje Tiranë-Vjenë-Tiranë,INST-0853,,2026,231,Financim i huaj
PRJ-000200,"Bileta të udhëtimit me destinacion në Romë, për Ministrinë e Ekonomisë dhe Inovacionit në datat 27 shtator – 29 shtator 2026",INST-0364,,2026,231,Financim i huaj
PRJ-000201,“Blerje 7 (shtatë) barrela për transport pacienti dhe 5 (pesë) shtretër ekzaminimi”.,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-000202,"Blerje artikuj ushqimor per Konviktin Ndre Mjeda, Bushat",INST-0174,,2026,230,Të ardhura të trashiguara
PRJ-000203,"Blerje artikuj ushqimor per Qendren Sociale Besa, Barbullush dhe Konviktin Ndre Mjeda, Bushat",INST-0174,,2026,230,Buxheti i Shtetit
PRJ-000204,"Blerje artikuj ushqimor per Qendren Sociale Besa , Barbullush",INST-0174,,2026,230,Të ardhura të trashiguara
PRJ-000205,Rrethimi i vendvendosjes se kazanave te mbetjeve urbane,INST-0563,,2026,230,Të ardhura të trashiguara
PRJ-000206,""" Rehabilitim terrene sportive """,INST-0151,,2026,230,Financim i huaj
PRJ-000207,“Përmirësimi i kushteve të banimit për komunitete të varfra dhe të pafavorizuara për vitin 2026-2027”,INST-0164,,2026,230,Buxheti i Shtetit
PRJ-000208,"Riparim i çatisë të godinës kati i parë, Spitali Rajonal Shkodër",INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-000209,LOTI 1: BLERJE KITE-REAGENT PËR PAJISJE PRODHUES ABBOT/OSE EKUIVALENT,INST-0624,,2026,231,Të ardhura të trashiguara
PRJ-000210,LOTI 2: BLERJE KITE-REAGENT PËR PAJISJE PRODHUES ROCHE DIAGNOSTIC/OSE EKUIVALENT,INST-0624,,2026,231,Financim i huaj
PRJ-000211,LOTI 3: BLERJE KITE-REAGENT PËR PAJISJE PRODHUES SYSMEX/ OSE    EKUIVALENT,INST-0624,,2026,230,Të ardhura të trashiguara
PRJ-000212,LOTI 4: BLERJE KITE/TESTESH DIAGNOSTIKE PËR PËRCAKTIMIN E GJAKUT OKULT (FOB),INST-0624,,2026,231,Të ardhura të trashiguara
PRJ-000213,"BLERJE KITE, REAGENTE DHE MATERIALE MJEKËSORE NDIHMËSE NË KUADËR TË PROGRAMIT TË KONTROLLIT MJEKËSOR BAZË, I NDARË NË LOTE",INST-0624,,2026,231,Të ardhura të trashiguara
PRJ-000214,LOTI 5: BLERJE MATERIALE MJEKËSORE PËR PROGRAMIN BAZË,INST-0624,,2026,231,Të ardhura të trashiguara
PRJ-000215,Blerje materiale për nënstacione.,INST-0626,,2026,231,Të ardhura të trashiguara
PRJ-000216,“Furnizim dhe vendosje elektropompa në stacionin e pompave Fushë-Milot”,INST-0961,,2026,230,Buxheti i Shtetit
PRJ-000217,Përmirësimi i banesave ekzistuese për komunitete të varfra dhe të pafavorizuara,INST-0141,,2026,230,Buxheti i Shtetit
PRJ-000218,ZHVENDOSJA E PORTËS 4 (Projektim+Zbatim),INST-0098,,2026,230,Buxheti i Shtetit
PRJ-000219,"“Mbrojtja përgjatë shpatit të majtë të digës së HEC Fierzë. Rehabilitimi i mbrojtjes me prita malore në përrenjtë Gropaj, Nik Gjeçi, Mark Andreu etj. (Lot Nr.2",INST-0611,,2026,231,Financim i huaj
PRJ-000220,Blerje bileta transporti ajror,INST-0134,,2026,231,Financim i huaj
PRJ-000221,"“Rikualifikim urban i zonave bregdetare - Rajoni 4: ""Rikualifikimi i kolektorit kryesor të ujërave të bardha ” Bashkia Vlorë/ (Kolektori box 4.0×2.0m; 3.0×2.0m dhe 2.0x2.0m).”",INST-0424,,2026,231,Financim i huaj
PRJ-000222,Blerje bileta udhëtimi (klasi ekonomik) me itinerar Tiranë – Bari (Itali) - Tiranë për 41 (dyzetë e një) persona,INST-0907,,2026,231,Financim i huaj
PRJ-000223,Blerje bileta avioni Tiranë – Lisbonë – Tiranë,INST-0541,,2026,230,Financim i huaj
PRJ-000224,"Bileta të udhëtimit me destinacion në qytetin e Ankarasë (Turqi) , për Ministrinë e Bujqësisë dhe Zhvillimit Rural në datat 20 Shtator - 23 Shtator 2026",INST-0364,,2026,230,Buxheti i Shtetit
PRJ-000225,"Bileta të udhëtimit me destinacion në qytetin e Brukselit (Mretëria e Belgjikës), për Ministrinë e Bujqësisë dhe Zhvillimit Rural në datat 14 Shtator – 16 Shtator 2026",INST-0364,,2026,231,Financim i huaj
PRJ-000226,"Blerje bilete udhëtimi me avion, Tiranë – Antalja  - Tirane",INST-0543,,2026,231,Të ardhura të trashiguara
PRJ-000227,Blerje Bilete Udhetimi Tirane- Strasburg-Tirane,INST-0179,,2026,231,Të ardhura të trashiguara
PRJ-000228,"Bileta të udhëtimit me destinacion në qytetin e Beogradit (Serbi), për Ministrinë e Mbrojtjes  në datat 21 Shtator – 24 Shtator 2026",INST-0364,,2026,231,Të ardhura të trashiguara
PRJ-000229,"""Vazhdimi i sinjalit satelitor për pajiset LRIT për anijet me flamur shqiptar për një periudhë kohore 2- vjeçare”.",INST-0621,,2026,230,Financim i huaj
PRJ-000230,"Mbikqyrje e objektit: ""Rehabilitimi i pellgut ujëmbledhës përroit të Zaranikës dhe Rikonstruksion i digës dhe shtratit të përroit të Zaranikës, Elbasan (Faza e III-të)”",INST-0127,,2026,231,Financim i huaj
PRJ-000231,Mbikqyrje e punimeve në objektin: “Ndërtim Ura Paskuqan 2”,INST-0135,,2026,230,Buxheti i Shtetit
PRJ-000232,"Blerje materiale pastrimi për institucionet shkollore,njesite administrative dhe Bashkine Diber",INST-0122,,2026,231,Financim i huaj
PRJ-000233,Blerje Materiale Elektrike,INST-0587,,2026,230,Buxheti i Shtetit
PRJ-000234,"‘‘Blerje pjesësh dhe mirëmbajtje ashensorësh” për nevojat e Spitalit Rajonal Durrës""",INST-0621,,2026,230,Financim i huaj
PRJ-000235,Pajisje dhe makineri Loti-2,INST-0588,,2026,230,Të ardhura të trashiguara
PRJ-000236,Paisje dhe makineri,INST-0588,,2026,231,Të ardhura të trashiguara
PRJ-000237,Pajisje fotografike Loti-1,INST-0588,,2026,231,Të ardhura të trashiguara
PRJ-000238,Rimodelimi i Sallës Së Gjykimit Nr. 5 dhe Dy Zyra Drejtuesish,INST-0436,,2026,231,Buxheti i Shtetit
PRJ-000239,“Blerje materiale për mirëmbajtjen e tabelave informuese të stacioneve të autobusave”,INST-0337,,2026,231,Buxheti i Shtetit
PRJ-000240,Rikonstruksion rruge Maj Beba ne lagjen 28 Nentori-Bashkia Dimal,INST-0123,,2026,231,Financim i huaj
PRJ-000241,Studimi i ndikimit të burimeve fotovoltaike në rrjet dhe automatizimi i procesit aplikim/miratim i pikës së lidhjes vetëprodhues/prodhues në rrjetin e shpërndarjes së OSSH sh.a,INST-0243,,2026,231,Financim i huaj
PRJ-000242,Blerje pajisje elektronike për UT,INST-1016,,2026,230,Buxheti i Shtetit
PRJ-000243,Blerje biletash transporti ajror nderkombetar me Tirane (TIA) (vajtje) - Zadar (ZAD) + Rijeka (RJK) + Tirane (TIA) (ardhje),INST-0898,,2026,230,Financim i huaj
PRJ-000244,"Rikonstruksion i shkollës 9-vjeçare ""Xhelal Berberi"", Delvinë + Palestër.",INST-0120,,2026,230,Financim i huaj
PRJ-000245,Blerje bileta udhëtimi (klasi ekonomik) me itinerar Tiranë – Rostock (Gjermani ) - Tiranë për 1 (një) person,INST-0907,,2026,231,Të ardhura të trashiguara
PRJ-000246,"Bileta të udhëtimit me destinacion ne Tirane , për Ministrine e Infrastruktures dhe Energjise në datat 10 Shtator 2026",INST-0364,,2026,231,Të ardhura të trashiguara
PRJ-000247,"Biletë vajtje - ardhje, Tiranë – Stamboll – Tiranë për FTI në kuadër të Konferencës Ndërkombetare “The 6-th International Conference on Basic Sciences, Engineering and Technology” në Stamboll, Turqi",INST-1012,,2026,230,Financim i huaj
PRJ-000248,Bileta të udhëtimit për Ministrinë e Financës në qytetin e Bangkokut (Tajlandë) në datat 11 Tetor - 17 Tetor 2026.,INST-0364,,2026,230,Të ardhura të trashiguara
PRJ-000249,Bileta të udhëtimit për Ministrinë e Bujqësisë dhe Zhvillimit Rural në qytetin e Riga (Letoni) në datat 20 Shtator – 25 Shtator 2026.,INST-0364,,2026,230,Buxheti i Shtetit
PRJ-000250,Blerje bilete,INST-0094,,2026,231,Buxheti i Shtetit
PRJ-000251,Blerje bilete,INST-0094,,2026,231,Financim i huaj
PRJ-000252,Blerje bilete,INST-0094,,2026,231,Financim i huaj
PRJ-000253,"Supervizion punimesh  per objektin : Ndërtim i Ujësjellësit për fshatrat Rrodokal i sipërm,Rrodokal i poshtëm,Homezh,Homçan",INST-0969,,2026,231,Buxheti i Shtetit
PRJ-000254,Mirembajtje e sistemit te ftohjes dhe ngrohjes,INST-0581,,2026,230,Të ardhura të trashiguara
PRJ-000255,"Mbikëqyrje e punimeve të zbatimit për projektin: ""Mbrojtje lumore Vrisi Bajkaj, Bashkia Delvinë""",INST-0120,,2026,230,Të ardhura të trashiguara
PRJ-000256,Supervizion punimesh Plotesim i punimeve rruga Qafa e Buallit - Martanesh,INST-0099,,2026,231,Të ardhura të trashiguara
PRJ-000257,“Blerje Makineri Thithëse Gjethesh”,INST-0569,,2026,231,Financim i huaj
PRJ-000258,BLERJE  KANCELARI DHE LETËR PËR NEVOJA TË UPT,INST-1012,,2026,230,Financim i huaj
PRJ-000259,Bileta të udhëtimit për Kryeministrinë në Mongoli në datat 21-25 shtator 2026.,INST-0364,,2026,231,Financim i huaj
PRJ-000260,Bojë dhe materiale speciale për vijëzimin e rrugëve (sinjalistike),INST-0591,,2026,231,Buxheti i Shtetit
PRJ-000261,"Blerje materiale elektrike, hidraulike dhe vegla pune",INST-1005,,2026,230,Financim i huaj
PRJ-000262,Blerje veshje per policine Bashkiake,INST-0127,,2026,230,Të ardhura të trashiguara
PRJ-000263,Riparim dhe pastrim i peroit Goric e Madhe,INST-0163,,2026,231,Buxheti i Shtetit
PRJ-000264,Kabell ABC dhe kabell TU,INST-0237,,2026,230,Financim i huaj
PRJ-000265,Blerje bileta udhëtimi (klasi ekonomik) me itinerar Tiranë – Rostock (Gjermani ) - Tiranë për 1 (një) person,INST-0907,,2026,231,Buxheti i Shtetit
PRJ-000266,"Pajisje primare, sekondare dhe pajisje ndihmëse për N.Stacione dhe Linjat TL",INST-0398,,2026,231,Financim i huaj
PRJ-000267,"“Blerje plumbçe metalike, plumbçe plastike dhe tel lidhës për plumbosje”.",INST-0621,,2026,230,Buxheti i Shtetit
PRJ-000268,"RIKONSTRUKSION I RRJETIT TE UJESJELLESIT TE FSHATRAVE TE NJESISE  ADMINISTRATIVE  FUSHE KUQE DHE THUMANE, BASHKIA  KURBIN DHE BASHKIA KRUJE",INST-0961,,2026,231,Të ardhura të trashiguara
PRJ-000269,“Rikonstruksion i rrugëve në Njësinë Administrative Manëz”,INST-0126,,2026,231,Financim i huaj
PRJ-000270,Bileta te transportit ajror nderkombetar,INST-0101,,2026,230,Financim i huaj
PRJ-000271,"Blerje bilete udhëtimi me avion,Tiranë – Chisinau - Tirane",INST-0543,,2026,230,Buxheti i Shtetit
PRJ-000272,"Bileta të udhëtimit për Ministrinë e Arsimit në Bruksel, Belgjikë për datat 30.09.2026 dhe kthim 04.10.2026.",INST-0364,,2026,231,Financim i huaj
PRJ-000273,Bileta të udhëtimit për Ministrinë për Evropën dhe Punët e Jashtme në Trieste  në datat 23 nëntor – 28 nëntor 2026.”,INST-0364,,2026,230,Buxheti i Shtetit
PRJ-000274,blerje bilete,INST-0094,,2026,230,Financim i huaj
PRJ-000275,Bileta të udhëtimit për Ministrinë për Evropën dhe Punët e Jashtme në Sofje në datat 17 shtator – 18 shtator 2026.,INST-0364,,2026,230,Të ardhura të trashiguara
PRJ-000276,Blerje bileta amsterdam per nenpunesit e Akisa,INST-0096,,2026,230,Financim i huaj
PRJ-000277,Blerje bilete,INST-0094,,2026,230,Financim i huaj
PRJ-000278,Blerje Bilete,INST-0094,,2026,231,Të ardhura të trashiguara
PRJ-000279,Blerje 1 (një) bilete ajrore Tiranë - Berlin - Tiranë (vajtje-ardhje).,INST-0426,,2026,230,Financim i huaj
PRJ-000280,Blerje shërbimi modulare IaaS me autoscale dhe shared filesystem,INST-0543,,2026,230,Të ardhura të trashiguara
PRJ-000281,"Studim Projektim Rikonstruksion I Ujesjellesit Lagjia Gjimazi Levan, NJA Levan. Pjesa Veriore,Bashkia Fier",INST-0963,,2026,230,Buxheti i Shtetit
PRJ-000282,“Blerje UPS për nevoja të Agjencisë  së Inteligjencës Financiare” .,INST-0621,,2026,230,Buxheti i Shtetit
PRJ-000283,“Blerje materiale në kuadër të projektit “European Week of Sport Western Balkans për periudhën 2026-2028”.,INST-0621,,2026,230,Të ardhura të trashiguara
PRJ-000284,blerje materiale inerte,INST-0066,,2026,231,Të ardhura të trashiguara
PRJ-000285,"Rikonstruksion Urash tip Beli dhe tip Pasarel Curraj i Poshtem, NJADM Lekbibaj, Tropoje",INST-0173,,2026,230,Financim i huaj
PRJ-000286,"Përmirësimi i banesave ekzistuese për komunitete të varfra dhe të pafavorizuara, Bashkia Kolonjë, viti 2026",INST-0139,,2026,230,Financim i huaj
PRJ-000287,Pyllëzime me Akacie,INST-0057,,2026,230,Të ardhura të trashiguara
PRJ-000288,"Studim Projektim, Ndërtimi i rrjetit të kanalizimeve dhe impiantit të trajtimit të ujërave të zeza për zonën turistike Tale.",INST-0967,,2026,230,Të ardhura të trashiguara
PRJ-000289,“Riparim dhe mirëmbajtje të autoambulancave të Qendrës Spitalore Rajonale Berat”,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-000290,Loti 2: “Blerje pajisje mobilerie për arredimin e klasave SmartLab”,INST-0621,,2026,230,Buxheti i Shtetit
PRJ-000291,Blerje Pajisje mobilierie për objektet arsimore” e ndare ne lote,INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-000292,Loti 1: “Blerje pajisje mobilierie për shkollat e arsimit bazë dhe të mesëm”,INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-000293,Blerje reagentë dhe materiale laboratorike,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-000294,Permiresimi i kushteve të banimit për komunitete të varfëra dhe të pafavorizuara,INST-0121,,2026,230,Financim i huaj
PRJ-000295,"Zhvillim rrjeti TM-TU në zonat problematike të qytetit Durrës dhe Shijakut (F7 dhe F9 Nst Spitalle, F45 dhe 54 Shkozet, F1, F3, F5, F7 si dhe F8 Nst Sallmone)",INST-0236,,2026,230,Financim i huaj
PRJ-000296,"Ndërtimi i nyjeve multimodale të mobilitetit, Rajoni 1&2: “Ndërtimi i Nyjeve Multifunksionale të Mobilitetit (Sheshi Nënë Tereza): Ndërtimi i hapësirave publike multifunksionale dhe parkimit nëntokësor në sheshin ‘Nënë Tereza’ (Strukturat).",INST-0424,,2026,231,Buxheti i Shtetit
PRJ-000297,Blerje materiale për rrjetin ujësjellës,INST-0965,,2026,231,Buxheti i Shtetit
PRJ-000298,"“Blerje Materiale Dentare dhe laboratorike"" për nevojat e Klinikës Stomatologjike Universitare Tiranë",INST-0621,,2026,230,Të ardhura të trashiguara
PRJ-000299,"Blerje bilete udhëtimi me avion,Tiranë – Amsterdam - Tirane",INST-0543,,2026,231,Financim i huaj
PRJ-000300,"Bileta të udhëtimit me destinacion në qytetin e Beogradit (Serbi) ,Sllovaki për Ministrinë e Bujqësisë dhe Zhvillimit Rural (A.R.E.B.K)  në datat 07 Shtator – 09 Shtator 2026",INST-0364,,2026,230,Buxheti i Shtetit
PRJ-000301,“Sherbimi i mbikqyerjes se punimeve me objekt: “Vazhdimi i Ndërtimit te varrezave të qytetit Lezhë (Faza e Dyte)”.,INST-0146,,2026,231,Buxheti i Shtetit
PRJ-000302,"""Sherbimi i mbikqyerjes se punimeve me objekt: “Rikonstruksioni i Shkolles 9-vjecare ""Marash Gjoni"", Rrile, Nj.A. Shenkoll”.",INST-0146,,2026,230,Buxheti i Shtetit
PRJ-000303,Supervizion punimesh Ndërtim i rrugës lidhëse të unazës verilindore me rrugën e Arbërit,INST-0099,,2026,230,Buxheti i Shtetit
PRJ-000304,"“Shërbim mirëmbajtje për 2 (dy) autoambulanca, për nevojat e SUOGJ ‘Koço Gliozheni’”",INST-0621,,2026,230,Të ardhura të trashiguara
PRJ-000305,"Loti 4 : Mbikqyrja e punimeve për objektin:  “Mbrojtje nga lumi Shkumbin në Ish Pularia""",INST-0621,,2026,231,Buxheti i Shtetit
PRJ-000306,"Loti 3: Mbikqyrja e punimeve për objektin: “Mbrojtje lumore e krahut të djathtë lumi Shkumbin pas Urës së Cerrikut, Elbasan”",INST-0621,,2026,230,Të ardhura të trashiguara
PRJ-000307,"Loti 2: Mbikqyrja e punimeve për objektin: “Mbrojtje lumore e krahut të majtë lumi Osum , lagjia Bejtollarët – Bashkia Berat”",INST-0621,,2026,231,Financim i huaj
PRJ-000308,“Mbikqyrja e punimeve ne objektet e mbrojtjeve lumore te DUK Korçë”. e ndare me lote:,INST-0621,,2026,231,Financim i huaj
PRJ-000309,"Loti 1 : Mbikqyrja e punimeve për objektin:  “Mbrojtje nga gërryrjet në lumin Devoll, fshati Bitinckë - Devoll”",INST-0621,,2026,230,Të ardhura të trashiguara
PRJ-000310,“Sherbimi i Hartimit te planit per menaxhimin e transportit ne territorin e Bashkise Lezhe”.,INST-0146,,2026,231,Financim i huaj
PRJ-000311,"Projektim për Thellimin e Kanalit të Butrintit, Grykëdherdhja Loti II",INST-0621,,2026,231,Financim i huaj
PRJ-000312,"Bileta të udhëtimit me destinacion në Gjenevë, për Ministrinë e Ekonomisë dhe Inovacionit  në datat 13 shtator – 16 shtator 2026",INST-0364,,2026,231,Buxheti i Shtetit
PRJ-000313,"Mbikqyrje e Punimeve per Objektin “Rehabilitimi i kanalit te ujrave te bardha dhe rrjetit KUZ pergjate rruges Marqinet, ne fshatin Marqinet”",INST-0176,,2026,230,Financim i huaj
PRJ-000314,“Digjitalizim i arkivit historik”.,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-000315,"Bileta të udhëtimit me destinacion në Bukuresht, për Ministrinë për Evropën dhe Punët e Jashtm në datat 08 shtator – 10 shtator 2026",INST-0364,,2026,230,Financim i huaj
PRJ-000316,"“Sigurim i aseteve të ISSH-së, DAQ-së Lundër, DRSSH-ve dhe ALSSH-ve përkatëse”",INST-0621,,2026,230,Buxheti i Shtetit
PRJ-000317,BLERJE BETON,INST-0580,,2026,231,Buxheti i Shtetit
PRJ-000318,"“Marrje automjeti rrugor me qira operacionale (Leasing), për AMVV-në”",INST-0621,,2026,230,Buxheti i Shtetit
PRJ-000319,Blerje dhe instalim kondicionerësh për Drejtorinë e Përgjithshme të Përmbarimit dhe zyrat përmbarimore vendore.,INST-0621,,2026,231,Financim i huaj
PRJ-000320,"Blerje materiale elektrike, hidraulike per shkollat dhe kopshtet",INST-0581,,2026,230,Financim i huaj
PRJ-000321,Blerje automjeti për nevoja të D.SH.P.A.,INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-000322,"“Blerje shtylla elektrike (betoni), për lagjen Korre, fshati Tene, Nj.Adm Rrëshen dhe fshatin Kullagji, Nj.Adm Orosh, Bashkia Mirditë”.",INST-0155,,2026,231,Të ardhura të trashiguara
PRJ-000323,BLERJE PAJISJE PER NEVOJAT E PROJEKTIT NATO CACHE,INST-0621,,2026,230,Financim i huaj
PRJ-000324,""" Blerje makina elektrike""",INST-0151,,2026,231,Financim i huaj
PRJ-000325,Blerje Shtylla Ndriçimi Rrugor per nevojat  e Bashkise  Krujë,INST-0142,,2026,230,Të ardhura të trashiguara
PRJ-000326,“Blerje ushqimesh për kopshtin për vitin shkollor 2026-2027”,INST-0138,,2026,230,Të ardhura të trashiguara
PRJ-000327,"Rikonstruksion i nyjes hidraulike ne kanalin e Naumkes, ne segmentin e kalimit te rruges dhe linjes hekurudhore, ne funksion te permiresimit te kullimit dhe shkarkimit drejt Hidrovorit",INST-0175,,2026,230,Buxheti i Shtetit
PRJ-000328,"“Ndërtim ure në fshatin Shqiponjë lagjja Lëpushë ,Njësia Administrative Stravaj, Bashkia Prrenjas”",INST-0161,,2026,231,Buxheti i Shtetit
PRJ-000329,"Bileta të udhëtimit me destinacion në New York, per Ministrine e Shëndetësisë dhe Mirëqënies Sociale ne datat 19-23 shtator 2026 dhe 20-23 shtator 2026.",INST-0364,,2026,231,Financim i huaj
PRJ-000330,Bileta udhetimi jashte shtetit,INST-1006,,2026,230,Buxheti i Shtetit
PRJ-000331,"“Ndërtim murit gabion për mbrojtjen lumore në Lumas, ndërtim i dy rampave në Luzaj dhe Lumas”",INST-0143,,2026,230,Të ardhura të trashiguara
PRJ-000332,Punime ndertimi per zyra,INST-0641,,2026,230,Të ardhura të trashiguara
PRJ-000333,"Bileta të udhëtimit me destinacion në qytetin e Korfuzit (Greqi), për Ministrinë e Mbrojtjes  në datat 22 Shtator – 25 Shtator 2026",INST-0364,,2026,230,Buxheti i Shtetit
PRJ-000334,Supervizion punimesh Ndërtim rruga Kashar - Nyja Vaqarr Faza III,INST-0099,,2026,230,Buxheti i Shtetit
PRJ-000335,Shërbim transporti për nevojat e OSSH sh.a për një periudhë dy vjecare,INST-0623,,2026,230,Të ardhura të trashiguara
PRJ-000336,"Bileta të udhëtimit për Ministrinë e Mbrojtjes në qytetin e Norfolk, Virginia (Usa) në datën 07 Shtator 2026.",INST-0364,,2026,230,Buxheti i Shtetit
PRJ-000337,Bileta me intenerar Tirane-Bukuresht-Tirane,INST-1007,,2026,230,Buxheti i Shtetit
PRJ-000338,Blerje Karburanti per vitin 2026,INST-0425,,2026,230,Financim i huaj
PRJ-000339,"Ndertim Ujesjellesi per qytetin Reps, Bashkia Mirdite",INST-0967,,2026,230,Financim i huaj
PRJ-000340,“Rehabilitimi Urban i Qendres se Fshatit Shemri dhe Rikonstruksion i Hapsirave Edukative dhe Sportive te Shkolles se Mesme te Pergjithshme”,INST-0144,,2026,231,Buxheti i Shtetit
