kodi_projekti,referenca_kerkeses_obp,real_ref_no,chain_status,numri_angazhimit,numri_kontrates,real_winner_nipt,real_contract_value,numri_fatures,fature_statusi,numri_urdherit_shpenzimit,contract_link_is_real_match
PRJ-000372,REQ-000373,REF-98461-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000373,,,never_procured,,,,,,,,
PRJ-000374,REQ-000375,REF-98468-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000375,REQ-000376,REF-98450-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000376,REQ-000377,REF-98371-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000377,REQ-000378,REF-98428-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000378,REQ-000379,REF-98402-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000379,REQ-000380,REF-98392-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000380,REQ-000381,REF-98381-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000381,REQ-000382,REF-98388-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000382,,,never_procured,,,,,,,,
PRJ-000383,REQ-000384,REF-98358-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000384,REQ-000385,REF-97000-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000385,REQ-000386,REF-98469-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000386,REQ-000387,REF-98471-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000387,REQ-000388,REF-98432-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000388,REQ-000389,REF-98506-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000389,REQ-000390,REF-98504-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000390,REQ-000391,REF-98508-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000391,REQ-000392,REF-98473-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000392,REQ-000393,REF-98476-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000393,REQ-000394,REF-98487-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000394,REQ-000395,REF-98433-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000395,,,never_procured,,,,,,,,
PRJ-000396,,,never_procured,,,,,,,,
PRJ-000397,REQ-000398,REF-98384-09-01-2026,procured_no_contract,,,,,,,,
PRJ-000398,,,never_procured,,,,,,,,
PRJ-000399,,,never_procured,,,,,,,,
PRJ-000400,REQ-000401,REF-98211-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000401,,,never_procured,,,,,,,,
PRJ-000402,REQ-000403,REF-98301-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000403,REQ-000404,REF-98354-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000404,REQ-000405,REF-98345-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000405,REQ-000406,REF-98191-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000406,REQ-000407,REF-98055-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000407,REQ-000408,REF-98053-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000408,REQ-000409,REF-98304-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000409,REQ-000410,REF-98255-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000410,REQ-000411,REF-98212-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000411,REQ-000412,REF-98243-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000412,REQ-000413,REF-98311-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000413,REQ-000414,REF-98293-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000414,REQ-000415,REF-98251-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000415,REQ-000416,REF-98330-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000416,REQ-000417,REF-98278-08-31-2026,procured_no_contract,,,,,,,,
PRJ-000417,,,never_procured,,,,,,,,
PRJ-000418,,,never_procured,,,,,,,,
PRJ-000419,,,never_procured,,,,,,,,
PRJ-000420,,,never_procured,,,,,,,,
PRJ-000421,,,never_procured,,,,,,,,
PRJ-000422,,,never_procured,,,,,,,,
PRJ-000423,,,never_procured,,,,,,,,
PRJ-000424,,,never_procured,,,,,,,,
PRJ-000425,,,never_procured,,,,,,,,
PRJ-000426,,,never_procured,,,,,,,,
PRJ-000427,,,never_procured,,,,,,,,
PRJ-000428,,,never_procured,,,,,,,,
PRJ-000429,REQ-000430,REF-98040-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000430,REQ-000431,REF-98038-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000431,REQ-000432,REF-98013-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000432,REQ-000433,REF-97972-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000433,REQ-000434,REF-97973-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000434,REQ-000435,REF-98009-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000435,REQ-000436,REF-98043-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000436,REQ-000437,REF-98032-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000437,REQ-000438,REF-98022-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000438,,,never_procured,,,,,,,,
PRJ-000439,REQ-000440,REF-97951-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000440,REQ-000441,REF-98030-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000441,,,never_procured,,,,,,,,
PRJ-000442,REQ-000443,REF-97998-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000443,,,never_procured,,,,,,,,
PRJ-000444,REQ-000445,REF-97990-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000445,REQ-000446,REF-97993-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000446,,,never_procured,,,,,,,,
PRJ-000447,REQ-000448,REF-97976-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000448,REQ-000449,REF-98044-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000449,REQ-000450,REF-98029-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000450,,,never_procured,,,,,,,,
PRJ-000451,REQ-000452,REF-98008-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000452,REQ-000453,REF-97978-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000453,REQ-000454,REF-97948-08-28-2026,procured_no_contract,,,,,,,,
PRJ-000454,,,never_procured,,,,,,,,
PRJ-000455,REQ-000456,REF-97899-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000456,REQ-000457,REF-97885-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000457,REQ-000458,REF-97853-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000458,REQ-000459,REF-97267-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000459,REQ-000460,REF-97891-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000460,REQ-000461,REF-97889-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000461,REQ-000462,REF-97884-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000462,REQ-000463,REF-97883-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000463,REQ-000464,REF-97881-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000464,REQ-000465,REF-97873-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000465,REQ-000466,REF-97849-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000466,REQ-000467,REF-97725-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000467,REQ-000468,REF-97434-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000468,REQ-000469,REF-97448-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000469,REQ-000470,REF-97941-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000470,REQ-000471,REF-97937-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000471,REQ-000472,REF-97856-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000472,REQ-000473,REF-97859-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000473,REQ-000474,REF-97861-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000474,REQ-000475,REF-97854-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000475,REQ-000476,REF-97864-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000476,REQ-000477,REF-97840-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000477,REQ-000478,REF-97831-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000478,REQ-000479,REF-97837-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000479,REQ-000480,REF-97819-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000480,REQ-000481,REF-97904-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000481,,,never_procured,,,,,,,,
PRJ-000482,REQ-000483,REF-97910-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000483,REQ-000484,REF-97912-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000484,REQ-000485,REF-97914-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000485,REQ-000486,REF-97917-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000486,REQ-000487,REF-97919-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000487,,,never_procured,,,,,,,,
PRJ-000488,REQ-000489,REF-97924-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000489,REQ-000490,REF-97927-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000490,REQ-000491,REF-97901-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000491,REQ-000492,REF-97930-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000492,,,never_procured,,,,,,,,
PRJ-000493,,,never_procured,,,,,,,,
PRJ-000494,REQ-000495,REF-97936-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000495,REQ-000496,REF-97934-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000496,REQ-000497,REF-97916-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000497,REQ-000498,REF-97932-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000498,REQ-000499,REF-97909-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000499,REQ-000500,REF-97878-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000500,REQ-000501,REF-97784-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000501,REQ-000502,REF-97790-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000502,REQ-000503,REF-97786-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000503,REQ-000504,REF-97782-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000504,REQ-000505,REF-97778-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000505,REQ-000506,REF-97793-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000506,REQ-000507,REF-97900-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000507,REQ-000508,REF-97865-08-27-2026,procured_no_contract,,,,,,,,
PRJ-000508,,,never_procured,,,,,,,,
PRJ-000509,REQ-000510,REF-97277-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000510,REQ-000511,REF-97718-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000511,REQ-000512,REF-97704-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000512,REQ-000513,REF-97683-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000513,REQ-000514,REF-97429-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000514,REQ-000515,REF-97698-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000515,REQ-000516,REF-97695-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000516,REQ-000517,REF-97693-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000517,REQ-000518,REF-97636-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000518,,,never_procured,,,,,,,,
PRJ-000519,REQ-000520,REF-97431-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000520,REQ-000521,REF-97488-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000521,REQ-000522,REF-97696-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000522,REQ-000523,REF-97705-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000523,REQ-000524,REF-97711-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000524,,,never_procured,,,,,,,,
PRJ-000525,,,never_procured,,,,,,,,
PRJ-000526,REQ-000527,REF-97715-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000527,REQ-000528,REF-97717-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000528,REQ-000529,REF-97749-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000529,REQ-000530,REF-97225-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000530,REQ-000531,REF-97680-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000531,REQ-000532,REF-97713-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000532,REQ-000533,REF-97560-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000533,,,never_procured,,,,,,,,
PRJ-000534,REQ-000535,REF-97606-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000535,REQ-000536,REF-97600-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000536,REQ-000537,REF-97595-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000537,REQ-000538,REF-97578-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000538,REQ-000539,REF-97590-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000539,REQ-000540,REF-97710-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000540,REQ-000541,REF-97703-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000541,REQ-000542,REF-97708-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000542,,,never_procured,,,,,,,,
PRJ-000543,REQ-000544,REF-97418-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000544,,,never_procured,,,,,,,,
PRJ-000545,REQ-000546,REF-97479-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000546,REQ-000547,REF-97535-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000547,REQ-000548,REF-97655-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000548,REQ-000549,REF-97668-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000549,,,never_procured,,,,,,,,
PRJ-000550,REQ-000551,REF-97706-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000551,REQ-000552,REF-97723-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000552,REQ-000553,REF-97714-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000553,REQ-000554,REF-97720-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000554,REQ-000555,REF-97775-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000555,REQ-000556,REF-97737-08-26-2026,procured_no_contract,,,,,,,,
PRJ-000556,,,never_procured,,,,,,,,
PRJ-000557,REQ-000558,REF-97379-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000558,REQ-000559,REF-97395-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000559,REQ-000560,REF-97369-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000560,REQ-000561,REF-97362-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000561,REQ-000562,REF-97310-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000562,REQ-000563,REF-97293-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000563,REQ-000564,REF-97308-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000564,REQ-000565,REF-97301-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000565,REQ-000566,REF-97289-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000566,REQ-000567,REF-97219-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000567,REQ-000568,REF-97215-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000568,REQ-000569,REF-97408-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000569,REQ-000570,REF-97396-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000570,REQ-000571,REF-97394-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000571,REQ-000572,REF-97390-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000572,REQ-000573,REF-97385-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000573,REQ-000574,REF-97388-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000574,REQ-000575,REF-97286-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000575,REQ-000576,REF-97283-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000576,,,never_procured,,,,,,,,
PRJ-000577,REQ-000578,REF-97266-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000578,REQ-000579,REF-97273-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000579,REQ-000580,REF-97322-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000580,REQ-000581,REF-97325-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000581,REQ-000582,REF-97327-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000582,REQ-000583,REF-97330-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000583,REQ-000584,REF-97333-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000584,REQ-000585,REF-97335-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000585,REQ-000586,REF-97338-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000586,REQ-000587,REF-97340-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000587,REQ-000588,REF-97342-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000588,REQ-000589,REF-97344-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000589,REQ-000590,REF-97347-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000590,REQ-000591,REF-97349-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000591,REQ-000592,REF-97351-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000592,REQ-000593,REF-97353-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000593,REQ-000594,REF-97355-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000594,REQ-000595,REF-97357-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000595,REQ-000596,REF-97317-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000596,REQ-000597,REF-97359-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000597,REQ-000598,REF-97233-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000598,,,never_procured,,,,,,,,
PRJ-000599,REQ-000600,REF-97406-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000600,REQ-000601,REF-97401-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000601,REQ-000602,REF-97403-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000602,,,never_procured,,,,,,,,
PRJ-000603,REQ-000604,REF-97409-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000604,REQ-000605,REF-97411-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000605,REQ-000606,REF-97315-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000606,REQ-000607,REF-97311-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000607,REQ-000608,REF-97336-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000608,REQ-000609,REF-96909-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000609,REQ-000610,REF-97230-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000610,REQ-000611,REF-97265-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000611,REQ-000612,REF-97218-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000612,REQ-000613,REF-97305-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000613,REQ-000614,REF-97383-08-25-2026,procured_no_contract,,,,,,,,
PRJ-000614,,,never_procured,,,,,,,,
PRJ-000615,,,never_procured,,,,,,,,
PRJ-000616,,,never_procured,,,,,,,,
PRJ-000617,,,never_procured,,,,,,,,
PRJ-000618,REQ-000619,REF-97077-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000619,REQ-000620,REF-97097-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000620,,,never_procured,,,,,,,,
PRJ-000621,REQ-000622,REF-97126-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000622,REQ-000623,REF-97058-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000623,REQ-000624,REF-96911-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000624,REQ-000625,REF-96980-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000625,REQ-000626,REF-97179-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000626,REQ-000627,REF-97175-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000627,,,never_procured,,,,,,,,
PRJ-000628,REQ-000629,REF-97014-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000629,REQ-000630,REF-97035-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000630,REQ-000631,REF-97195-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000631,REQ-000632,REF-97186-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000632,REQ-000633,REF-97190-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000633,REQ-000634,REF-97171-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000634,,,never_procured,,,,,,,,
PRJ-000635,REQ-000636,REF-97165-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000636,REQ-000637,REF-97166-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000637,REQ-000638,REF-96908-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000638,REQ-000639,REF-96907-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000639,REQ-000640,REF-97194-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000640,REQ-000641,REF-97116-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000641,REQ-000642,REF-93611-07-16-2026,procured_no_contract,,,,,,,,
PRJ-000642,REQ-000643,REF-96686-08-19-2026,procured_no_contract,,,,,,,,
PRJ-000643,REQ-000644,REF-97172-08-24-2026,procured_no_contract,,,,,,,,
PRJ-000644,,,never_procured,,,,,,,,
PRJ-000645,,,never_procured,,,,,,,,
PRJ-000646,,,never_procured,,,,,,,,
PRJ-000647,,,never_procured,,,,,,,,
PRJ-000648,,,never_procured,,,,,,,,
PRJ-000649,,,never_procured,,,,,,,,
PRJ-000650,REQ-000651,REF-96924-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000651,REQ-000652,REF-96921-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000652,REQ-000653,REF-96889-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000653,REQ-000654,REF-96874-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000654,REQ-000655,REF-96904-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000655,REQ-000656,REF-96898-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000656,,,never_procured,,,,,,,,
PRJ-000657,REQ-000658,REF-96967-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000658,REQ-000659,REF-96872-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000659,REQ-000660,REF-96997-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000660,REQ-000661,REF-96995-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000661,REQ-000662,REF-96993-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000662,REQ-000663,REF-96991-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000663,REQ-000664,REF-96988-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000664,REQ-000665,REF-96986-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000665,REQ-000666,REF-96979-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000666,REQ-000667,REF-96984-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000667,REQ-000668,REF-96975-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000668,REQ-000669,REF-96973-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000669,REQ-000670,REF-96978-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000670,,,never_procured,,,,,,,,
PRJ-000671,REQ-000672,REF-96923-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000672,REQ-000673,REF-96983-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000673,REQ-000674,REF-96920-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000674,REQ-000675,REF-96896-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000675,REQ-000676,REF-96915-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000676,REQ-000677,REF-96868-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000677,REQ-000678,REF-96999-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000678,REQ-000679,REF-96873-08-21-2026,procured_no_contract,,,,,,,,
PRJ-000679,,,never_procured,,,,,,,,
PRJ-000680,,,never_procured,,,,,,,,
PRJ-000681,REQ-000682,REF-96822-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000682,REQ-000683,REF-96823-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000683,REQ-000684,REF-96817-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000684,REQ-000685,REF-96761-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000685,REQ-000686,REF-96850-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000686,REQ-000687,REF-96830-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000687,REQ-000688,REF-96813-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000688,REQ-000689,REF-96759-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000689,REQ-000690,REF-96782-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000690,REQ-000691,REF-96748-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000691,REQ-000692,REF-96854-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000692,,,never_procured,,,,,,,,
PRJ-000693,REQ-000694,REF-96846-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000694,REQ-000695,REF-96845-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000695,REQ-000696,REF-96809-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000696,REQ-000697,REF-96811-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000697,REQ-000698,REF-96768-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000698,REQ-000699,REF-96840-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000699,REQ-000700,REF-96838-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000700,REQ-000701,REF-96833-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000701,REQ-000702,REF-96836-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000702,REQ-000703,REF-96797-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000703,REQ-000704,REF-96795-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000704,REQ-000705,REF-96791-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000705,REQ-000706,REF-96793-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000706,,,never_procured,,,,,,,,
PRJ-000707,REQ-000708,REF-96765-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000708,REQ-000709,REF-96739-08-19-2026,procured_no_contract,,,,,,,,
PRJ-000709,REQ-000710,REF-96790-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000710,REQ-000711,REF-96786-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000711,REQ-000712,REF-96784-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000712,REQ-000713,REF-96751-08-20-2026,procured_no_contract,,,,,,,,
PRJ-000713,REQ-000714,REF-96757-08-20-2026,procured_no_contract,,,,,,,,
