numri_angazhimit,numri_kerkeses_blerje,numri_kontrates,lloji_ub,blerësi,data_krijimit,statusi,kodi_projekti,kodi_llogarie_ekonomike,kodi_institucioni,nipt_perfituesit,vlera_angazhuar,statusi_aprovuar,periudha_muaji,periudha_viti,kodi_ministrie_linje,kodi_kapitulli,kodi_programi,kodi_entitet_qeverises,kodi_thesar_dege,kodi_tip_buxheti
ANG-0000094,INST-0986-2026-000094,KontratëNr-0000095,Standarte,Blerës 23,2026-01-13,Aprovuar,PRJ-006341,231,INST-0986,K51612031J,135398.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,SHA,Elbasan,Buxheti i Shtetit
ANG-0000095,INST-0566-2026-000095,KontratëNr-0000096,e_Planifikuar,Blerës 181,2026-01-13,Aprovuar,PRJ-006301,231,INST-0566,L92230027U,6902000.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Qendrore,Elbasan,Financim i huaj
ANG-0000096,INST-0989-2026-000096,KontratëNr-0000097,Standarte,Blerës 71,2026-01-13,Aprovuar,PRJ-006326,230,INST-0989,K21912001R,189000.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,SHA,Durrës,Të ardhura të trashiguara
ANG-0000097,INST-0340-2026-000097,KontratëNr-0000098,Standarte,Blerës 16,2026-01-13,Aprovuar,PRJ-006332,231,INST-0340,L44719002R,98000.0,Po,1,2026,Ministria e Brendshme,Kapitulli 7,,Vendore,Fier,Financim i huaj
ANG-0000098,INST-0331-2026-000098,KontratëNr-0000099,Standarte,Blerës 101,2026-01-13,Aprovuar,PRJ-006329,230,INST-0331,K31503045V,43340.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0000099,INST-0337-2026-000099,KontratëNr-0000100,Standarte,Blerës 35,2026-01-13,Aprovuar,PRJ-006327,231,INST-0337,K31503045V,58000.0,Po,1,2026,Ministria e Brendshme,Kapitulli 3,,Vendore,Fier,Buxheti i Shtetit
ANG-0000100,INST-0337-2026-000100,KontratëNr-0000101,Standarte,Blerës 178,2026-01-13,Aprovuar,PRJ-006328,230,INST-0337,K21405001N,17400.0,Po,1,2026,Ministria e Brendshme,Kapitulli 2,,Qendrore,Durrës,Financim i huaj
ANG-0000101,INST-0124-2026-000101,KontratëNr-0000102,Standarte,Blerës 182,2026-01-13,Aprovuar,PRJ-006330,231,INST-0124,J61814028F,226525.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Vendore,Korçë,Buxheti i Shtetit
ANG-0000102,INST-0241-2026-000102,KontratëNr-0000103,Standarte,Blerës 176,2026-01-13,Aprovuar,PRJ-006322,231,INST-0241,K22518401P,9515925.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 4,,Qendrore,Durrës,Financim i huaj
ANG-0000103,INST-0057-2026-000103,KontratëNr-0000104,Standarte,Blerës 126,2026-01-14,Aprovuar,PRJ-006313,230,INST-0057,K12512848A,60000.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,SHA,Elbasan,Buxheti i Shtetit
ANG-0000104,INST-0337-2026-000104,KontratëNr-0000105,Standarte,Blerës 167,2026-01-14,Aprovuar,PRJ-006314,230,INST-0337,K01529003M,100000.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0000105,INST-0340-2026-000105,KontratëNr-0000106,Standarte,Blerës 175,2026-01-14,Aprovuar,PRJ-006316,230,INST-0340,J72124001N,357640.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Durrës,Të ardhura të trashiguara
ANG-0000106,INST-0945-2026-000106,KontratëNr-0000107,Standarte,Blerës 98,2026-01-14,Aprovuar,PRJ-006319,230,INST-0945,J91419001U,180600.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Qendrore,Shkodër,Të ardhura të trashiguara
ANG-0000107,INST-0991-2026-000107,KontratëNr-0000108,Standarte,Blerës 66,2026-01-14,Aprovuar,PRJ-006320,230,INST-0991,K91530017T,2793600.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,SHA,Fier,Të ardhura të trashiguara
ANG-0000108,INST-0337-2026-000108,KontratëNr-0000109,Standarte,Blerës 51,2026-01-14,Aprovuar,PRJ-006323,231,INST-0337,M01927023H,3189885.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Vendore,Tiranë,Buxheti i Shtetit
ANG-0000109,INST-0337-2026-000109,,Standarte,Blerës 143,2026-01-15,Aprovuar,PRJ-006324,231,INST-0337,K34122965R,100000.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,SHA,Korçë,Të ardhura të trashiguara
ANG-0000110,INST-0337-2026-000110,KontratëNr-0000111,Standarte,Blerës 195,2026-01-15,Aprovuar,PRJ-006321,230,INST-0337,K43309402W,52000.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Shkodër,Financim i huaj
ANG-0000111,INST-1010-2026-000111,KontratëNr-0000112,Standarte,Blerës 108,2026-01-15,Aprovuar,PRJ-006312,230,INST-1010,L62109024A,100000.0,Po,1,2026,Ministria e Brendshme,Kapitulli 7,,SHA,Korçë,Të ardhura të trashiguara
ANG-0000112,INST-0334-2026-000112,KontratëNr-0000113,Standarte,Blerës 137,2026-01-15,Aprovuar,PRJ-006315,231,INST-0334,L42018012R,13417.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Vendore,Elbasan,Buxheti i Shtetit
ANG-0000113,INST-0623-2026-000113,,Standarte,Blerës 12,2026-01-15,Aprovuar,PRJ-006318,231,INST-0623,K52115005W,38880.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0000114,INST-0334-2026-000114,KontratëNr-0000115,e_Planifikuar,Blerës 58,2026-01-15,Aprovuar,PRJ-006317,230,INST-0334,L83104003D,98000.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0000115,INST-0119-2026-000115,,Standarte,Blerës 137,2026-01-15,Aprovuar,PRJ-006303,231,INST-0119,K71718012P,3630205.9,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,Vendore,Elbasan,Financim i huaj
ANG-0000116,INST-0057-2026-000116,KontratëNr-0000117,Standarte,Blerës 28,2026-01-15,Aprovuar,PRJ-006299,230,INST-0057,K41926801W,2002.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Vendore,Elbasan,Financim i huaj
ANG-0000117,INST-0566-2026-000117,KontratëNr-0000118,Standarte,Blerës 50,2026-01-15,Aprovuar,PRJ-006300,230,INST-0566,K36503231E,97500.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Qendrore,Tiranë,Financim i huaj
ANG-0000118,INST-0566-2026-000118,,Standarte,Blerës 51,2026-01-15,Aprovuar,PRJ-006302,231,INST-0566,K31503045V,179460.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,SHA,Tiranë,Buxheti i Shtetit
ANG-0000119,INST-0337-2026-000119,KontratëNr-0000120,Standarte,Blerës 124,2026-01-15,Aprovuar,PRJ-006307,231,INST-0337,K01515004T,21924.0,Po,1,2026,Ministria e Brendshme,Kapitulli 1,,SHA,Durrës,Financim i huaj
ANG-0000120,INST-0337-2026-000120,KontratëNr-0000121,Standarte,Blerës 123,2026-01-16,Aprovuar,PRJ-006310,230,INST-0337,K52214509N,99900.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,SHA,Durrës,Buxheti i Shtetit
ANG-0000121,INST-0636-2026-000121,KontratëNr-0000122,Standarte,Blerës 14,2026-01-16,Aprovuar,PRJ-006294,230,INST-0636,K72218022J,67865.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Vendore,Shkodër,Financim i huaj
ANG-0000122,INST-0636-2026-000122,,Standarte,Blerës 129,2026-01-16,Aprovuar,PRJ-006304,230,INST-0636,K91624505A,720250.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,SHA,Fier,Buxheti i Shtetit
ANG-0000123,INST-0636-2026-000123,KontratëNr-0000124,Standarte,Blerës 84,2026-01-16,Aprovuar,PRJ-006305,230,INST-0636,L81325020I,83167.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 4,,Qendrore,Vlorë,Financim i huaj
ANG-0000124,INST-0057-2026-000124,,Standarte,Blerës 51,2026-01-16,Aprovuar,PRJ-006306,231,INST-0057,K37508925G,4798333.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,Vendore,Elbasan,Buxheti i Shtetit
ANG-0000125,INST-0636-2026-000125,KontratëNr-0000126,Standarte,Blerës 133,2026-01-15,Aprovuar,PRJ-006309,231,INST-0636,K91810005U,28682885.72,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Vendore,Elbasan,Buxheti i Shtetit
ANG-0000126,INST-0337-2026-000126,KontratëNr-0000127,e_Planifikuar,Blerës 58,2026-01-16,Aprovuar,PRJ-006298,230,INST-0337,K01529003M,21450.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0000127,INST-0136-2026-000127,KontratëNr-0000128,Standarte,Blerës 167,2026-01-16,Aprovuar,PRJ-006311,230,INST-0136,L76316202J,8333.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Elbasan,Buxheti i Shtetit
ANG-0000128,INST-0243-2026-000128,,Standarte,Blerës 79,2026-01-15,Aprovuar,PRJ-006308,230,INST-0243,K91810005U,30569094.23,Po,1,2026,Ministria e Brendshme,Kapitulli 4,,Qendrore,Fier,Financim i huaj
ANG-0000129,INST-0396-2026-000129,KontratëNr-0000130,Standarte,Blerës 14,2026-01-16,Aprovuar,PRJ-006290,230,INST-0396,K21912001R,37814.0,Po,1,2026,Ministria e Brendshme,Kapitulli 4,,SHA,Shkodër,Financim i huaj
ANG-0000130,INST-0636-2026-000130,KontratëNr-0000131,Standarte,Blerës 72,2026-01-16,Aprovuar,PRJ-006293,231,INST-0636,K21912001R,15870.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0000131,INST-0487-2026-000131,KontratëNr-0000132,e_Planifikuar,Blerës 20,2026-01-16,Aprovuar,PRJ-006296,230,INST-0487,K31418036C,30000.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,SHA,Tiranë,Financim i huaj
ANG-0000132,INST-0057-2026-000132,KontratëNr-0000133,Standarte,Blerës 172,2026-01-16,Aprovuar,PRJ-006295,231,INST-0057,K21912001R,7900.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,Vendore,Fier,Të ardhura të trashiguara
ANG-0000133,INST-0920-2026-000133,KontratëNr-0000134,Standarte,Blerës 189,2026-01-16,Aprovuar,PRJ-006282,231,INST-0920,K31503045V,390150.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 5,,Qendrore,Durrës,Financim i huaj
ANG-0000134,INST-0144-2026-000134,KontratëNr-0000135,Standarte,Blerës 88,2026-01-16,Aprovuar,PRJ-006283,231,INST-0144,J91419001U,172400.0,Po,1,2026,Ministria e Brendshme,Kapitulli 1,,Vendore,Vlorë,Financim i huaj
ANG-0000135,INST-0395-2026-000135,KontratëNr-0000136,e_Planifikuar,Blerës 77,2026-01-19,Aprovuar,PRJ-006285,231,INST-0395,M08428602C,36000.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,SHA,Vlorë,Buxheti i Shtetit
ANG-0000136,INST-0395-2026-000136,KontratëNr-0000137,Standarte,Blerës 49,2026-01-19,Aprovuar,PRJ-006286,231,INST-0395,K91530017T,274500.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,SHA,Tiranë,Financim i huaj
ANG-0000137,INST-0395-2026-000137,KontratëNr-0000138,e_Planifikuar,Blerës 177,2026-01-19,Aprovuar,PRJ-006287,230,INST-0395,L91310511L,83200.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 7,,Qendrore,Fier,Financim i huaj
ANG-0000138,INST-0446-2026-000138,KontratëNr-0000139,Standarte,Blerës 142,2026-01-19,Aprovuar,PRJ-006279,230,INST-0446,J63229478K,99950.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Fier,Financim i huaj
ANG-0000139,INST-0168-2026-000139,KontratëNr-0000140,Standarte,Blerës 166,2026-01-19,Aprovuar,PRJ-006278,231,INST-0168,K91530017T,128700.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,SHA,Tiranë,Financim i huaj
ANG-0000140,INST-0155-2026-000140,KontratëNr-0000141,Standarte,Blerës 6,2026-01-19,Aprovuar,PRJ-006280,231,INST-0155,K57923807W,473699.25,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0000141,INST-0404-2026-000141,KontratëNr-0000142,Standarte,Blerës 161,2026-01-19,Aprovuar,PRJ-006281,231,INST-0404,K21915002R,5666.67,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,SHA,Korçë,Buxheti i Shtetit
ANG-0000142,INST-0328-2026-000142,KontratëNr-0000143,e_Planifikuar,Blerës 152,2026-01-19,Aprovuar,PRJ-006275,230,INST-0328,K46526058R,100000.0,Po,1,2026,Ministria e Brendshme,Kapitulli 7,,SHA,Durrës,Financim i huaj
ANG-0000143,INST-0853-2026-000143,KontratëNr-0000144,e_Planifikuar,Blerës 153,2026-01-19,Aprovuar,PRJ-006276,231,INST-0853,K91530017T,1270500.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0000144,INST-0328-2026-000144,KontratëNr-0000145,e_Planifikuar,Blerës 113,2026-01-19,Aprovuar,PRJ-006277,230,INST-0328,K91530017T,72000.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Vendore,Korçë,Financim i huaj
ANG-0000145,INST-0155-2026-000145,KontratëNr-0000146,Standarte,Blerës 95,2026-01-19,Aprovuar,PRJ-006271,230,INST-0155,K92201080V,193440.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Vendore,Tiranë,Të ardhura të trashiguara
ANG-0000146,INST-0023-2026-000146,KontratëNr-0000147,Standarte,Blerës 185,2026-01-19,Aprovuar,PRJ-006274,231,INST-0023,J61814028F,94500.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,SHA,Fier,Buxheti i Shtetit
ANG-0000147,INST-0928-2026-000147,KontratëNr-0000148,Standarte,Blerës 76,2026-01-19,Aprovuar,PRJ-006273,230,INST-0928,J61814028F,51825.9,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,Vendore,Fier,Të ardhura të trashiguara
ANG-0000148,INST-1014-2026-000148,KontratëNr-0000149,Standarte,Blerës 48,2026-01-20,Aprovuar,PRJ-006272,230,INST-1014,K52115005W,135000.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0000149,INST-1002-2026-000149,KontratëNr-0000150,Standarte,Blerës 24,2026-01-20,Aprovuar,PRJ-006256,231,INST-1002,J61824056O,60083.0,Po,1,2026,Ministria e Brendshme,Kapitulli 6,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0000150,INST-1006-2026-000150,KontratëNr-0000151,Standarte,Blerës 144,2026-01-20,Aprovuar,PRJ-006257,231,INST-1006,K21405001N,43375.0,Po,1,2026,Ministria e Brendshme,Kapitulli 6,,Qendrore,Korçë,Financim i huaj
ANG-0000151,INST-0243-2026-000151,KontratëNr-0000152,Standarte,Blerës 78,2026-01-20,Aprovuar,PRJ-006263,230,INST-0243,L12510413V,1467023.33,Po,1,2026,Ministria e Brendshme,Kapitulli 1,,SHA,Durrës,Financim i huaj
ANG-0000152,INST-0243-2026-000152,KontratëNr-0000153,e_Planifikuar,Blerës 120,2026-01-20,Aprovuar,PRJ-006264,231,INST-0243,K91530017T,847000.0,Po,1,2026,Ministria e Brendshme,Kapitulli 5,,Qendrore,Shkodër,Financim i huaj
ANG-0000153,INST-0243-2026-000153,KontratëNr-0000154,e_Planifikuar,Blerës 50,2026-01-20,Aprovuar,PRJ-006265,230,INST-0243,K21405001N,15660.0,Po,1,2026,Ministria e Brendshme,Kapitulli 4,,SHA,Tiranë,Buxheti i Shtetit
ANG-0000154,INST-0243-2026-000154,KontratëNr-0000155,Standarte,Blerës 58,2026-01-20,Aprovuar,PRJ-006266,230,INST-0243,J61814028F,21300.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0000155,INST-0243-2026-000155,KontratëNr-0000156,Standarte,Blerës 96,2026-01-20,Aprovuar,PRJ-006267,231,INST-0243,K01410001N,98206.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,Vendore,Fier,Buxheti i Shtetit
ANG-0000156,INST-0243-2026-000156,KontratëNr-0000157,Standarte,Blerës 37,2026-01-20,Aprovuar,PRJ-006268,231,INST-0243,J61813529P,5480000.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,Vendore,Vlorë,Të ardhura të trashiguara
ANG-0000157,INST-0243-2026-000157,KontratëNr-0000158,Standarte,Blerës 108,2026-01-20,Aprovuar,PRJ-006269,231,INST-0243,L22117021M,1276190.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,SHA,Korçë,Të ardhura të trashiguara
ANG-0000158,INST-0122-2026-000158,KontratëNr-0000159,Standarte,Blerës 126,2026-01-20,Aprovuar,PRJ-006260,230,INST-0122,L82729403H,99600.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,SHA,Durrës,Financim i huaj
ANG-0000159,INST-0147-2026-000159,,Standarte,Blerës 152,2026-01-20,Aprovuar,PRJ-006258,230,INST-0147,K92201080V,217675.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,SHA,Korçë,Të ardhura të trashiguara
ANG-0000160,INST-0663-2026-000160,KontratëNr-0000161,Standarte,Blerës 4,2026-01-20,Aprovuar,PRJ-006261,231,INST-0663,L82729403H,99660.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,Vendore,Tiranë,Të ardhura të trashiguara
ANG-0000161,INST-0321-2026-000161,KontratëNr-0000162,e_Planifikuar,Blerës 51,2026-01-20,Aprovuar,PRJ-006262,231,INST-0321,L38513503D,99500.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,SHA,Shkodër,Të ardhura të trashiguara
ANG-0000162,INST-0243-2026-000162,KontratëNr-0000163,Standarte,Blerës 170,2026-01-21,Aprovuar,PRJ-006259,231,INST-0243,L82916601N,99860.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0000163,INST-1007-2026-000163,KontratëNr-0000164,Standarte,Blerës 81,2026-01-21,Aprovuar,PRJ-006237,230,INST-1007,K24305001Q,3609000.0,Po,1,2026,Ministria e Brendshme,Kapitulli 2,,Qendrore,Fier,Financim i huaj
ANG-0000164,INST-0243-2026-000164,KontratëNr-0000165,Standarte,Blerës 12,2026-01-21,Aprovuar,PRJ-006238,231,INST-0243,M36515401L,75600.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Qendrore,Elbasan,Të ardhura të trashiguara
ANG-0000165,INST-0243-2026-000165,KontratëNr-0000166,Standarte,Blerës 112,2026-01-21,Aprovuar,PRJ-006239,230,INST-0243,K82015004O,40.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,SHA,Shkodër,Të ardhura të trashiguara
ANG-0000166,INST-0243-2026-000166,KontratëNr-0000167,Standarte,Blerës 155,2026-01-21,Aprovuar,PRJ-006240,230,INST-0243,K31521002N,45833.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,Qendrore,Tiranë,Të ardhura të trashiguara
ANG-0000167,INST-0243-2026-000167,KontratëNr-0000168,Standarte,Blerës 118,2026-01-21,Aprovuar,PRJ-006241,231,INST-0243,K97209002I,99900.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,SHA,Tiranë,Buxheti i Shtetit
ANG-0000168,INST-0243-2026-000168,KontratëNr-0000169,e_Planifikuar,Blerës 83,2026-01-21,Aprovuar,PRJ-006243,231,INST-0243,K31418036C,10000.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0000169,INST-0243-2026-000169,KontratëNr-0000170,Standarte,Blerës 27,2026-01-21,Aprovuar,PRJ-006244,231,INST-0243,K62202046U,26100.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,SHA,Elbasan,Financim i huaj
ANG-0000170,INST-0243-2026-000170,KontratëNr-0000171,Standarte,Blerës 73,2026-01-21,Aprovuar,PRJ-006245,230,INST-0243,K91530017T,205500.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,SHA,Vlorë,Financim i huaj
ANG-0000171,INST-0243-2026-000171,KontratëNr-0000172,Standarte,Blerës 180,2026-01-22,Aprovuar,PRJ-006246,230,INST-0243,K91530017T,629200.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Vendore,Elbasan,Financim i huaj
ANG-0000172,INST-0243-2026-000172,KontratëNr-0000173,Standarte,Blerës 100,2026-01-22,Aprovuar,PRJ-006247,230,INST-0243,K32527404Q,17000.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 5,,SHA,Vlorë,Financim i huaj
ANG-0000173,INST-0243-2026-000173,KontratëNr-0000174,Standarte,Blerës 88,2026-01-22,Aprovuar,PRJ-006248,230,INST-0243,L53308609S,99600.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 6,,SHA,Korçë,Buxheti i Shtetit
ANG-0000174,INST-0243-2026-000174,KontratëNr-0000175,Standarte,Blerës 108,2026-01-22,Aprovuar,PRJ-006249,230,INST-0243,K31520054N,2008900.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Vendore,Tiranë,Financim i huaj
ANG-0000175,INST-0243-2026-000175,KontratëNr-0000176,e_Planifikuar,Blerës 144,2026-01-22,Aprovuar,PRJ-006250,230,INST-0243,K01515004T,48600.0,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Shkodër,Të ardhura të trashiguara
ANG-0000176,INST-0437-2026-000176,KontratëNr-0000177,Standarte,Blerës 153,2026-01-22,Aprovuar,PRJ-006251,231,INST-0437,K53717806Q,505000.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,SHA,Elbasan,Të ardhura të trashiguara
ANG-0000177,INST-0442-2026-000177,KontratëNr-0000178,Standarte,Blerës 99,2026-01-22,Aprovuar,PRJ-006253,230,INST-0442,L64704601S,100000.0,Po,1,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Vendore,Fier,Financim i huaj
ANG-0000178,INST-0940-2026-000178,KontratëNr-0000179,Standarte,Blerës 38,2026-01-22,Aprovuar,PRJ-006236,230,INST-0940,K31520054N,3161100.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Qendrore,Fier,Financim i huaj
ANG-0000179,INST-0915-2026-000179,KontratëNr-0000180,Standarte,Blerës 84,2026-01-22,Aprovuar,PRJ-006252,231,INST-0915,M21912016U,96500.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0000180,INST-0621-2026-000180,KontratëNr-0000181,Standarte,Blerës 198,2026-01-22,Aprovuar,PRJ-006227,230,INST-0621,J91419001U,72266.4,Po,1,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,SHA,Fier,Buxheti i Shtetit
ANG-0000181,INST-0169-2026-000181,KontratëNr-0000182,e_Planifikuar,Blerës 116,2026-01-22,Aprovuar,PRJ-006228,231,INST-0169,M11529014H,99850.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0000182,INST-0168-2026-000182,KontratëNr-0000183,e_Planifikuar,Blerës 183,2026-01-22,Aprovuar,PRJ-006229,231,INST-0168,K82717204L,68000.0,Po,1,2026,Ministria e Brendshme,Kapitulli 4,,SHA,Korçë,Financim i huaj
ANG-0000183,INST-1005-2026-000183,KontratëNr-0000184,Standarte,Blerës 126,2026-01-22,Aprovuar,PRJ-006232,231,INST-1005,K62320012O,14000.0,Po,1,2026,Ministria e Brendshme,Kapitulli 5,,Qendrore,Tiranë,Financim i huaj
ANG-0000184,INST-1005-2026-000184,KontratëNr-0000185,e_Planifikuar,Blerës 75,2026-01-22,Aprovuar,PRJ-006233,231,INST-1005,L31714005J,10800.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,SHA,Durrës,Financim i huaj
ANG-0000185,INST-1005-2026-000185,KontratëNr-0000186,Standarte,Blerës 172,2026-01-22,Aprovuar,PRJ-006234,230,INST-1005,K92704003T,52400.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,Qendrore,Shkodër,Të ardhura të trashiguara
ANG-0000186,INST-0920-2026-000186,KontratëNr-0000187,Standarte,Blerës 76,2026-01-22,Aprovuar,PRJ-006225,230,INST-0920,L61608005C,51000.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0000187,INST-0404-2026-000187,KontratëNr-0000188,e_Planifikuar,Blerës 137,2026-01-22,Aprovuar,PRJ-006223,230,INST-0404,J61814009W,470736.0,Po,1,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,SHA,Korçë,Financim i huaj
ANG-0000188,INST-0958-2026-000188,KontratëNr-0000189,Standarte,Blerës 162,2026-01-22,Aprovuar,PRJ-006221,231,INST-0958,M52617004S,99500.0,Po,1,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0000189,INST-0396-2026-000189,KontratëNr-0000190,Standarte,Blerës 89,2026-01-22,Aprovuar,PRJ-006214,231,INST-0396,K26330201T,98000.0,Po,1,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Vendore,Tiranë,Të ardhura të trashiguara
