numri_fatures,numri_angazhimit,nivf_nslf,data_fatures,data_mberritjes_regjistrimit,vlera_fatures,statusi,data_ndryshimit_statusit,arsyeja_refuzimit,furnitor_nipt,kodi_lloj_fature
FAT-0000202,ANG-0000093,NIVF-2850141635,2026-03-01,2026-03-02,52704716.39,refuzuar,2026-03-06,Gabim në shumën e faturuar,K31510059D,pune
FAT-0000203,ANG-0000094,NIVF-4298883261,2026-01-25,2026-01-28,64058.33,pranuar,2026-02-02,,K51612031J,sherbim
FAT-0000204,ANG-0000094,NIVF-8856355690,2026-03-03,2026-03-04,71339.67,pranuar,2026-03-05,,K51612031J,sherbim
FAT-0000205,ANG-0000095,NIVF-7762321267,2026-01-25,2026-01-27,2550057.7,pranuar,2026-02-04,,L92230027U,mall
FAT-0000206,ANG-0000095,NIVF-9816211963,2026-03-06,2026-03-09,605602.24,pranuar,2026-03-10,,L92230027U,mall
FAT-0000207,ANG-0000095,NIVF-4373808768,2026-05-03,2026-05-06,3746340.05,pranuar,2026-05-09,,L92230027U,mall
FAT-0000208,ANG-0000096,NIVF-1103067970,2026-01-30,2026-01-30,189000.0,pranuar,2026-02-07,,K21912001R,mall
FAT-0000209,ANG-0000097,NIVF-3281367757,2026-01-27,2026-01-31,35644.41,pranuar,2026-02-09,,L44719002R,sherbim
FAT-0000210,ANG-0000097,NIVF-8789611084,2026-03-17,2026-03-18,62355.59,pranuar,2026-03-19,,L44719002R,sherbim
FAT-0000211,ANG-0000098,NIVF-5107790565,2026-01-27,2026-01-29,20953.39,pranuar,2026-02-01,,K31503045V,pune
FAT-0000212,ANG-0000098,NIVF-5848812946,2026-02-19,2026-02-21,22386.61,pranuar,2026-02-28,,K31503045V,pune
FAT-0000213,ANG-0000099,NIVF-2499220468,2026-01-27,2026-01-28,58000.0,pranuar,2026-02-02,,K31503045V,mall
FAT-0000214,ANG-0000100,NIVF-3839332112,2026-01-28,2026-01-31,17400.0,pranuar,2026-02-07,,K21405001N,mall
FAT-0000215,ANG-0000101,NIVF-5264582210,2026-01-27,2026-01-27,99565.75,pranuar,2026-02-03,,J61814028F,mall
FAT-0000216,ANG-0000101,NIVF-4023375852,2026-03-18,2026-03-19,126959.25,pranuar,2026-03-24,,J61814028F,mall
FAT-0000217,ANG-0000102,NIVF-1928515465,2026-01-29,2026-02-02,9515925.0,pranuar,2026-02-07,,K22518401P,pune
FAT-0000218,ANG-0000103,NIVF-5460679427,2026-01-21,2026-01-22,6999.57,pranuar,2026-01-24,,K12512848A,mall
FAT-0000219,ANG-0000103,NIVF-9292370326,2026-02-28,2026-03-01,37811.9,pranuar,2026-03-03,,K12512848A,mall
FAT-0000220,ANG-0000103,NIVF-8032011225,2026-04-24,2026-04-24,15188.53,pranuar,2026-04-26,,K12512848A,mall
FAT-0000221,ANG-0000104,NIVF-7079809278,2026-01-19,2026-01-23,100000.0,refuzuar,2026-01-27,Fiskalizim i pavlefshëm,K01529003M,mall
FAT-0000222,ANG-0000105,NIVF-9359411819,2026-01-25,2026-01-27,43787.4,pranuar,2026-02-05,,J72124001N,sherbim
FAT-0000223,ANG-0000105,NIVF-5722331602,2026-03-04,2026-03-04,300444.1,pranuar,2026-03-05,,J72124001N,sherbim
FAT-0000224,ANG-0000105,NIVF-5395936933,2026-03-31,2026-03-31,13408.49,pranuar,2026-04-05,,J72124001N,sherbim
FAT-0000225,ANG-0000106,NIVF-3964015283,2026-01-30,2026-01-31,55805.65,pranuar,2026-02-05,,J91419001U,sherbim
FAT-0000226,ANG-0000106,NIVF-4489265721,2026-03-07,2026-03-08,21927.45,pranuar,2026-03-13,,J91419001U,sherbim
FAT-0000227,ANG-0000106,NIVF-2105050052,2026-03-31,2026-04-01,102866.9,pranuar,2026-04-07,,J91419001U,sherbim
FAT-0000228,ANG-0000107,NIVF-1397590966,2026-01-29,2026-01-31,2637882.43,pranuar,2026-02-03,,K91530017T,sherbim
FAT-0000229,ANG-0000107,NIVF-8338613452,2026-03-09,2026-03-11,155717.57,pranuar,2026-03-12,,K91530017T,sherbim
FAT-0000230,ANG-0000108,NIVF-3686960867,2026-01-25,2026-01-26,2780512.0,pranuar,2026-02-01,,M01927023H,mall
FAT-0000231,ANG-0000108,NIVF-7835324053,2026-03-07,2026-03-11,409373.0,pranuar,2026-03-15,,M01927023H,mall
FAT-0000232,ANG-0000109,NIVF-2540915405,2026-01-20,2026-01-20,1533.71,pranuar,2026-01-26,,K34122965R,mall
FAT-0000233,ANG-0000109,NIVF-1139480657,2026-02-13,2026-02-14,98466.29,pranuar,2026-02-21,,K34122965R,mall
FAT-0000234,ANG-0000110,NIVF-4431172234,2026-01-29,2026-01-31,2726.88,pranuar,2026-02-02,,K43309402W,sherbim
FAT-0000235,ANG-0000110,NIVF-2201863362,2026-02-23,2026-02-27,21440.9,pranuar,2026-02-28,,K43309402W,sherbim
FAT-0000236,ANG-0000110,NIVF-9943133160,2026-04-14,2026-04-18,27832.22,pranuar,2026-04-26,,K43309402W,sherbim
FAT-0000237,ANG-0000111,NIVF-5280813919,2026-01-22,2026-01-24,55924.61,pranuar,2026-01-31,,L62109024A,mall
FAT-0000238,ANG-0000111,NIVF-4324238335,2026-02-26,2026-02-28,4491.39,pranuar,2026-03-08,,L62109024A,mall
FAT-0000239,ANG-0000111,NIVF-1031715318,2026-04-16,2026-04-20,39584.0,pranuar,2026-04-29,,L62109024A,mall
FAT-0000240,ANG-0000112,NIVF-4299303984,2026-02-02,2026-02-02,13417.0,pranuar,2026-02-10,,L42018012R,mall
FAT-0000241,ANG-0000113,NIVF-2615883332,2026-02-02,2026-02-05,38880.0,pranuar,2026-02-13,,K52115005W,sherbim
FAT-0000242,ANG-0000114,NIVF-1591957325,2026-01-27,2026-01-28,11481.55,pranuar,2026-02-05,,L83104003D,mall
FAT-0000243,ANG-0000114,NIVF-4956811586,2026-03-13,2026-03-17,77778.48,pranuar,2026-03-26,,L83104003D,mall
FAT-0000244,ANG-0000114,NIVF-9362099601,2026-05-08,2026-05-12,8739.98,refuzuar,2026-05-20,Gabim në shumën e faturuar,L83104003D,mall
FAT-0000245,ANG-0000115,NIVF-4983400784,2026-01-24,2026-01-26,3186925.92,pranuar,2026-02-02,,K71718012P,sherbim
FAT-0000246,ANG-0000115,NIVF-8573032977,2026-02-23,2026-02-25,152089.78,pranuar,2026-03-02,,K71718012P,sherbim
FAT-0000247,ANG-0000115,NIVF-2479024423,2026-04-04,2026-04-08,291190.21,pranuar,2026-04-17,,K71718012P,sherbim
FAT-0000248,ANG-0000116,NIVF-7282410276,2026-01-21,2026-01-22,1110.5,pranuar,2026-01-30,,K41926801W,mall
FAT-0000249,ANG-0000116,NIVF-7909064992,2026-02-16,2026-02-16,437.53,pranuar,2026-02-20,,K41926801W,mall
FAT-0000250,ANG-0000116,NIVF-7546054154,2026-04-14,2026-04-16,453.97,pranuar,2026-04-24,,K41926801W,mall
FAT-0000251,ANG-0000117,NIVF-1619478253,2026-01-20,2026-01-20,77086.02,refuzuar,2026-01-23,Mospërputhje me kontratën,K36503231E,mall
FAT-0000252,ANG-0000117,NIVF-4996950601,2026-02-27,2026-02-27,20413.98,pranuar,2026-02-28,,K36503231E,mall
FAT-0000253,ANG-0000118,NIVF-5014833369,2026-01-29,2026-02-01,179460.0,refuzuar,2026-02-09,Mungesë dokumentacioni mbështetës,K31503045V,mall
FAT-0000254,ANG-0000119,NIVF-2468296731,2026-02-03,2026-02-03,21924.0,refuzuar,2026-02-11,Mungesë dokumentacioni mbështetës,K01515004T,sherbim
FAT-0000255,ANG-0000120,NIVF-9668695568,2026-01-24,2026-01-26,99900.0,refuzuar,2026-01-27,Fiskalizim i pavlefshëm,K52214509N,mall
FAT-0000256,ANG-0000121,NIVF-6139648765,2026-02-01,2026-02-05,67865.0,pranuar,2026-02-12,,K72218022J,mall
FAT-0000257,ANG-0000122,NIVF-9932411461,2026-01-27,2026-01-27,529955.77,pranuar,2026-02-05,,K91624505A,sherbim
FAT-0000258,ANG-0000122,NIVF-9113669086,2026-02-16,2026-02-19,190294.23,pranuar,2026-02-25,,K91624505A,sherbim
FAT-0000259,ANG-0000123,NIVF-1325154582,2026-01-30,2026-01-31,83167.0,pranuar,2026-02-06,,L81325020I,sherbim
FAT-0000260,ANG-0000124,NIVF-8555059854,2026-01-30,2026-01-31,3162502.81,pranuar,2026-02-09,,K37508925G,pune
FAT-0000261,ANG-0000124,NIVF-1082216796,2026-03-17,2026-03-18,1635830.19,pranuar,2026-03-24,,K37508925G,pune
FAT-0000262,ANG-0000125,NIVF-5383653644,2026-02-01,2026-02-01,28205235.02,pranuar,2026-02-03,,K91810005U,mall
FAT-0000263,ANG-0000125,NIVF-4998602217,2026-03-08,2026-03-12,477650.7,pranuar,2026-03-20,,K91810005U,mall
FAT-0000264,ANG-0000126,NIVF-1745853958,2026-02-02,2026-02-02,21450.0,pranuar,2026-02-10,,K01529003M,mall
FAT-0000265,ANG-0000127,NIVF-7013960656,2026-01-27,2026-01-28,4941.01,pranuar,2026-02-06,,L76316202J,sherbim
FAT-0000266,ANG-0000127,NIVF-1975379522,2026-03-15,2026-03-18,417.98,pranuar,2026-03-23,,L76316202J,sherbim
FAT-0000267,ANG-0000127,NIVF-6111630723,2026-04-12,2026-04-12,2974.0,pranuar,2026-04-15,,L76316202J,sherbim
FAT-0000268,ANG-0000128,NIVF-5928879670,2026-02-01,2026-02-03,30569094.23,pranuar,2026-02-08,,K91810005U,pune
FAT-0000269,ANG-0000129,NIVF-6779310957,2026-01-23,2026-01-26,15198.01,pranuar,2026-02-02,,K21912001R,mall
FAT-0000270,ANG-0000129,NIVF-1627847775,2026-03-01,2026-03-02,1863.61,pranuar,2026-03-07,,K21912001R,mall
FAT-0000271,ANG-0000129,NIVF-7286564609,2026-04-12,2026-04-15,20752.38,pranuar,2026-04-21,,K21912001R,mall
FAT-0000272,ANG-0000130,NIVF-3580265337,2026-01-24,2026-01-24,1183.42,pranuar,2026-02-02,,K21912001R,mall
FAT-0000273,ANG-0000130,NIVF-9671846967,2026-02-27,2026-03-03,10251.14,pranuar,2026-03-05,,K21912001R,mall
FAT-0000274,ANG-0000130,NIVF-4530226762,2026-04-10,2026-04-14,4435.44,pranuar,2026-04-15,,K21912001R,mall
FAT-0000275,ANG-0000131,NIVF-5273529637,2026-02-02,2026-02-02,13410.64,pranuar,2026-02-08,,K31418036C,sherbim
FAT-0000276,ANG-0000131,NIVF-6930736089,2026-02-24,2026-02-24,16475.54,pranuar,2026-03-03,,K31418036C,sherbim
FAT-0000277,ANG-0000131,NIVF-3720173128,2026-04-13,2026-04-15,113.82,pranuar,2026-04-20,,K31418036C,sherbim
FAT-0000278,ANG-0000132,NIVF-9620528434,2026-01-28,2026-02-01,7900.0,pranuar,2026-02-06,,K21912001R,pune
FAT-0000279,ANG-0000133,NIVF-9420260826,2026-01-24,2026-01-25,285325.98,pranuar,2026-02-01,,K31503045V,mall
FAT-0000280,ANG-0000133,NIVF-1064741584,2026-02-21,2026-02-23,104824.02,pranuar,2026-03-01,,K31503045V,mall
FAT-0000281,ANG-0000134,NIVF-8426261969,2026-01-24,2026-01-28,49473.53,pranuar,2026-01-30,,J91419001U,mall
FAT-0000282,ANG-0000134,NIVF-5601927368,2026-03-03,2026-03-03,107511.43,pranuar,2026-03-08,,J91419001U,mall
FAT-0000283,ANG-0000134,NIVF-7200148967,2026-04-07,2026-04-07,15415.04,pranuar,2026-04-10,,J91419001U,mall
FAT-0000284,ANG-0000135,NIVF-6216114120,2026-02-03,2026-02-07,4870.67,pranuar,2026-02-11,,M08428602C,sherbim
FAT-0000285,ANG-0000135,NIVF-2459082094,2026-04-02,2026-04-05,31129.33,pranuar,2026-04-13,,M08428602C,sherbim
FAT-0000286,ANG-0000136,NIVF-8328326641,2026-01-24,2026-01-27,177302.47,pranuar,2026-02-01,,K91530017T,sherbim
FAT-0000287,ANG-0000136,NIVF-1952558305,2026-03-14,2026-03-18,97197.53,pranuar,2026-03-25,,K91530017T,sherbim
FAT-0000288,ANG-0000137,NIVF-1090402823,2026-02-02,2026-02-04,28087.99,pranuar,2026-02-07,,L91310511L,sherbim
FAT-0000289,ANG-0000137,NIVF-2276815687,2026-03-05,2026-03-05,45364.53,pranuar,2026-03-08,,L91310511L,sherbim
FAT-0000290,ANG-0000137,NIVF-5367983542,2026-04-02,2026-04-04,9747.48,pranuar,2026-04-10,,L91310511L,sherbim
FAT-0000291,ANG-0000138,NIVF-4771437580,2026-01-24,2026-01-27,99950.0,pranuar,2026-02-05,,J63229478K,sherbim
FAT-0000292,ANG-0000139,NIVF-2779959269,2026-02-07,2026-02-07,114838.03,pranuar,2026-02-13,,K91530017T,pune
FAT-0000293,ANG-0000139,NIVF-6546888373,2026-03-28,2026-03-30,13861.97,pranuar,2026-04-04,,K91530017T,pune
FAT-0000294,ANG-0000140,NIVF-5089340033,2026-02-01,2026-02-02,251671.12,pranuar,2026-02-04,,K57923807W,mall
FAT-0000295,ANG-0000140,NIVF-6073106178,2026-03-11,2026-03-15,222028.13,pranuar,2026-03-21,,K57923807W,mall
FAT-0000296,ANG-0000141,NIVF-4138867118,2026-01-30,2026-02-01,5666.67,pranuar,2026-02-05,,K21915002R,mall
FAT-0000297,ANG-0000142,NIVF-4257444731,2026-02-06,2026-02-06,100000.0,pranuar,2026-02-10,,K46526058R,mall
FAT-0000298,ANG-0000143,NIVF-5792073812,2026-01-31,2026-02-01,453973.78,pranuar,2026-02-10,,K91530017T,mall
FAT-0000299,ANG-0000143,NIVF-2324087435,2026-02-21,2026-02-21,816526.22,pranuar,2026-02-26,,K91530017T,mall
FAT-0000300,ANG-0000144,NIVF-9441226738,2026-02-04,2026-02-07,72000.0,pranuar,2026-02-14,,K91530017T,sherbim
FAT-0000301,ANG-0000145,NIVF-6963192181,2026-01-24,2026-01-28,41926.55,pranuar,2026-01-30,,K92201080V,mall
FAT-0000302,ANG-0000145,NIVF-7187887358,2026-03-09,2026-03-13,68020.49,pranuar,2026-03-15,,K92201080V,mall
FAT-0000303,ANG-0000145,NIVF-4000029504,2026-04-18,2026-04-19,83492.96,pranuar,2026-04-27,,K92201080V,mall
FAT-0000304,ANG-0000146,NIVF-9209741524,2026-02-07,2026-02-10,37278.8,pranuar,2026-02-17,,J61814028F,sherbim
FAT-0000305,ANG-0000146,NIVF-6388978311,2026-04-02,2026-04-02,35450.53,refuzuar,2026-04-04,Gabim në shumën e faturuar,J61814028F,sherbim
FAT-0000306,ANG-0000146,NIVF-4846282686,2026-04-26,2026-04-27,21770.66,refuzuar,2026-05-03,Gabim në shumën e faturuar,J61814028F,sherbim
FAT-0000307,ANG-0000147,NIVF-6922339095,2026-01-28,2026-01-28,16831.75,refuzuar,2026-02-06,Mospërputhje me kontratën,J61814028F,sherbim
FAT-0000308,ANG-0000147,NIVF-9281503116,2026-03-25,2026-03-27,34994.15,pranuar,2026-03-28,,J61814028F,sherbim
FAT-0000309,ANG-0000148,NIVF-5274802201,2026-01-29,2026-01-30,38426.95,pranuar,2026-02-01,,K52115005W,sherbim
FAT-0000310,ANG-0000148,NIVF-7593130385,2026-03-15,2026-03-16,96573.05,pranuar,2026-03-18,,K52115005W,sherbim
FAT-0000311,ANG-0000149,NIVF-1092681301,2026-01-31,2026-01-31,32198.81,pranuar,2026-02-05,,J61824056O,mall
FAT-0000312,ANG-0000149,NIVF-7074614341,2026-03-10,2026-03-10,27884.19,pranuar,2026-03-13,,J61824056O,mall
FAT-0000313,ANG-0000150,NIVF-7556285525,2026-02-04,2026-02-04,43375.0,pranuar,2026-02-06,,K21405001N,mall
FAT-0000314,ANG-0000151,NIVF-3326967787,2026-02-01,2026-02-05,379221.84,pranuar,2026-02-12,,L12510413V,sherbim
FAT-0000315,ANG-0000151,NIVF-1367208165,2026-03-08,2026-03-09,445067.56,refuzuar,2026-03-11,Mospërputhje me kontratën,L12510413V,sherbim
FAT-0000316,ANG-0000151,NIVF-7241762340,2026-04-07,2026-04-11,642733.93,pranuar,2026-04-13,,L12510413V,sherbim
FAT-0000317,ANG-0000152,NIVF-7448165513,2026-01-29,2026-01-30,98844.5,pranuar,2026-01-31,,K91530017T,sherbim
FAT-0000318,ANG-0000152,NIVF-2314905675,2026-02-18,2026-02-19,748155.5,pranuar,2026-02-21,,K91530017T,sherbim
FAT-0000319,ANG-0000153,NIVF-4952466599,2026-01-31,2026-02-04,15660.0,pranuar,2026-02-06,,K21405001N,sherbim
FAT-0000320,ANG-0000154,NIVF-8528430059,2026-01-27,2026-01-27,1671.72,pranuar,2026-01-31,,J61814028F,sherbim
FAT-0000321,ANG-0000154,NIVF-5712003103,2026-03-21,2026-03-21,12922.97,pranuar,2026-03-28,,J61814028F,sherbim
FAT-0000322,ANG-0000154,NIVF-2755543187,2026-04-16,2026-04-19,6705.31,pranuar,2026-04-28,,J61814028F,sherbim
FAT-0000323,ANG-0000155,NIVF-4935868349,2026-02-03,2026-02-07,28167.06,pranuar,2026-02-09,,K01410001N,sherbim
FAT-0000324,ANG-0000155,NIVF-7244823593,2026-03-05,2026-03-06,65604.91,pranuar,2026-03-10,,K01410001N,sherbim
FAT-0000325,ANG-0000155,NIVF-4748189209,2026-04-01,2026-04-03,4434.03,pranuar,2026-04-07,,K01410001N,sherbim
FAT-0000326,ANG-0000156,NIVF-7968508679,2026-02-01,2026-02-04,5480000.0,pranuar,2026-02-13,,J61813529P,sherbim
FAT-0000327,ANG-0000157,NIVF-4862379124,2026-02-03,2026-02-07,1276190.0,pranuar,2026-02-08,,L22117021M,sherbim
FAT-0000328,ANG-0000158,NIVF-8565193480,2026-01-27,2026-01-28,20236.03,pranuar,2026-02-03,,L82729403H,pune
FAT-0000329,ANG-0000158,NIVF-6896561171,2026-02-23,2026-02-24,5586.58,refuzuar,2026-02-28,Gabim në shumën e faturuar,L82729403H,pune
FAT-0000330,ANG-0000158,NIVF-3357020872,2026-03-30,2026-04-03,73777.39,pranuar,2026-04-12,,L82729403H,pune
FAT-0000331,ANG-0000159,NIVF-2781377010,2026-01-28,2026-01-28,102053.4,pranuar,2026-01-31,,K92201080V,pune
FAT-0000332,ANG-0000159,NIVF-7922135038,2026-02-24,2026-02-26,33185.74,refuzuar,2026-03-04,Mospërputhje me kontratën,K92201080V,pune
FAT-0000333,ANG-0000159,NIVF-9217619993,2026-04-08,2026-04-12,82435.85,pranuar,2026-04-13,,K92201080V,pune
FAT-0000334,ANG-0000160,NIVF-1814971717,2026-01-27,2026-01-27,99660.0,refuzuar,2026-01-28,Mospërputhje me kontratën,L82729403H,pune
FAT-0000335,ANG-0000161,NIVF-5759336067,2026-01-27,2026-01-29,44418.98,pranuar,2026-02-04,,L38513503D,mall
FAT-0000336,ANG-0000161,NIVF-2635503378,2026-03-20,2026-03-24,55081.02,pranuar,2026-04-01,,L38513503D,mall
FAT-0000337,ANG-0000162,NIVF-2764629789,2026-01-26,2026-01-28,26742.71,pranuar,2026-01-29,,L82916601N,pune
FAT-0000338,ANG-0000162,NIVF-9139048261,2026-03-08,2026-03-09,73117.29,pranuar,2026-03-18,,L82916601N,pune
FAT-0000339,ANG-0000163,NIVF-5043701693,2026-01-30,2026-02-01,394573.85,pranuar,2026-02-04,,K24305001Q,mall
FAT-0000340,ANG-0000163,NIVF-9605463364,2026-03-05,2026-03-08,1266527.58,pranuar,2026-03-14,,K24305001Q,mall
FAT-0000341,ANG-0000163,NIVF-5111942590,2026-04-07,2026-04-07,1947898.58,pranuar,2026-04-13,,K24305001Q,mall
FAT-0000342,ANG-0000164,NIVF-7962383884,2026-02-05,2026-02-06,56696.88,pranuar,2026-02-07,,M36515401L,sherbim
FAT-0000343,ANG-0000164,NIVF-3816908716,2026-03-01,2026-03-03,1396.89,pranuar,2026-03-09,,M36515401L,sherbim
FAT-0000344,ANG-0000164,NIVF-3008907110,2026-03-27,2026-03-31,17506.23,pranuar,2026-04-04,,M36515401L,sherbim
FAT-0000345,ANG-0000165,NIVF-3266287131,2026-02-06,2026-02-10,40.0,pranuar,2026-02-13,,K82015004O,sherbim
FAT-0000346,ANG-0000166,NIVF-2615399295,2026-02-03,2026-02-05,45833.0,pranuar,2026-02-07,,K31521002N,sherbim
FAT-0000347,ANG-0000167,NIVF-2171190304,2026-01-31,2026-02-04,22659.43,pranuar,2026-02-12,,K97209002I,sherbim
FAT-0000348,ANG-0000167,NIVF-6096920634,2026-03-01,2026-03-02,64137.28,pranuar,2026-03-09,,K97209002I,sherbim
FAT-0000349,ANG-0000167,NIVF-9491568281,2026-03-31,2026-03-31,13103.29,pranuar,2026-04-06,,K97209002I,sherbim
FAT-0000350,ANG-0000168,NIVF-7398051896,2026-01-28,2026-01-28,1743.51,pranuar,2026-02-03,,K31418036C,sherbim
FAT-0000351,ANG-0000168,NIVF-2824078573,2026-03-04,2026-03-07,554.82,refuzuar,2026-03-12,Fiskalizim i pavlefshëm,K31418036C,sherbim
FAT-0000352,ANG-0000168,NIVF-2555630569,2026-04-13,2026-04-14,7701.66,pranuar,2026-04-20,,K31418036C,sherbim
FAT-0000353,ANG-0000169,NIVF-6274390888,2026-02-06,2026-02-06,26100.0,pranuar,2026-02-07,,K62202046U,sherbim
FAT-0000354,ANG-0000170,NIVF-5166071318,2026-01-31,2026-02-03,205500.0,pranuar,2026-02-04,,K91530017T,sherbim
FAT-0000355,ANG-0000171,NIVF-1080867509,2026-01-29,2026-01-31,594432.11,pranuar,2026-02-04,,K91530017T,sherbim
FAT-0000356,ANG-0000171,NIVF-5306465675,2026-03-13,2026-03-16,34767.89,pranuar,2026-03-20,,K91530017T,sherbim
FAT-0000357,ANG-0000172,NIVF-3201462692,2026-02-07,2026-02-10,92.48,pranuar,2026-02-14,,K32527404Q,sherbim
FAT-0000358,ANG-0000172,NIVF-7776982978,2026-02-28,2026-03-02,14344.24,pranuar,2026-03-09,,K32527404Q,sherbim
FAT-0000359,ANG-0000172,NIVF-4429470635,2026-03-25,2026-03-25,2563.29,pranuar,2026-03-28,,K32527404Q,sherbim
FAT-0000360,ANG-0000173,NIVF-2052937322,2026-01-30,2026-01-30,71526.75,pranuar,2026-02-06,,L53308609S,sherbim
FAT-0000361,ANG-0000173,NIVF-4955024558,2026-02-22,2026-02-24,12868.74,refuzuar,2026-03-01,Mospërputhje me kontratën,L53308609S,sherbim
FAT-0000362,ANG-0000173,NIVF-6423232288,2026-03-30,2026-04-01,15204.51,pranuar,2026-04-06,,L53308609S,sherbim
FAT-0000363,ANG-0000174,NIVF-2197224562,2026-02-01,2026-02-04,1974663.39,pranuar,2026-02-10,,K31520054N,sherbim
FAT-0000364,ANG-0000174,NIVF-1746793569,2026-03-23,2026-03-26,34236.61,pranuar,2026-03-27,,K31520054N,sherbim
FAT-0000365,ANG-0000175,NIVF-1523055746,2026-02-10,2026-02-10,18282.51,pranuar,2026-02-18,,K01515004T,sherbim
FAT-0000366,ANG-0000175,NIVF-6563209500,2026-03-03,2026-03-03,23908.98,pranuar,2026-03-08,,K01515004T,sherbim
FAT-0000367,ANG-0000175,NIVF-4361684266,2026-04-30,2026-05-04,6408.5,pranuar,2026-05-05,,K01515004T,sherbim
FAT-0000368,ANG-0000176,NIVF-4249661201,2026-02-05,2026-02-07,146824.78,pranuar,2026-02-09,,K53717806Q,pune
FAT-0000369,ANG-0000176,NIVF-5553034049,2026-03-21,2026-03-21,178023.88,pranuar,2026-03-24,,K53717806Q,pune
FAT-0000370,ANG-0000176,NIVF-6601104862,2026-05-01,2026-05-02,180151.34,pranuar,2026-05-10,,K53717806Q,pune
FAT-0000371,ANG-0000177,NIVF-3730119332,2026-01-27,2026-01-31,100000.0,pranuar,2026-02-08,,L64704601S,pune
FAT-0000372,ANG-0000178,NIVF-8972761083,2026-01-28,2026-02-01,619696.71,pranuar,2026-02-02,,K31520054N,mall
FAT-0000373,ANG-0000178,NIVF-2171678296,2026-03-28,2026-03-30,1851132.83,pranuar,2026-04-08,,K31520054N,mall
FAT-0000374,ANG-0000178,NIVF-5868251319,2026-04-18,2026-04-20,690270.46,pranuar,2026-04-24,,K31520054N,mall
FAT-0000375,ANG-0000179,NIVF-6697654255,2026-02-10,2026-02-14,85407.18,pranuar,2026-02-19,,M21912016U,mall
FAT-0000376,ANG-0000179,NIVF-1278470288,2026-04-05,2026-04-07,3512.54,pranuar,2026-04-10,,M21912016U,mall
FAT-0000377,ANG-0000179,NIVF-4248260808,2026-05-08,2026-05-10,7580.28,pranuar,2026-05-16,,M21912016U,mall
FAT-0000378,ANG-0000180,NIVF-9862140401,2026-02-09,2026-02-13,55545.17,pranuar,2026-02-17,,J91419001U,mall
FAT-0000379,ANG-0000180,NIVF-5273837983,2026-04-09,2026-04-11,16721.23,pranuar,2026-04-13,,J91419001U,mall
FAT-0000380,ANG-0000181,NIVF-1025752892,2026-01-31,2026-02-03,41251.52,pranuar,2026-02-11,,M11529014H,sherbim
FAT-0000381,ANG-0000181,NIVF-5039680024,2026-03-31,2026-04-01,58598.48,refuzuar,2026-04-02,Mospërputhje me kontratën,M11529014H,sherbim
FAT-0000382,ANG-0000182,NIVF-6754554554,2026-02-08,2026-02-08,28531.57,pranuar,2026-02-17,,K82717204L,pune
FAT-0000383,ANG-0000182,NIVF-8208108317,2026-03-04,2026-03-06,39468.43,pranuar,2026-03-09,,K82717204L,pune
FAT-0000384,ANG-0000183,NIVF-2410641539,2026-01-28,2026-01-28,14000.0,refuzuar,2026-01-29,Gabim në shumën e faturuar,K62320012O,sherbim
FAT-0000385,ANG-0000184,NIVF-8041953161,2026-02-09,2026-02-10,10800.0,pranuar,2026-02-16,,L31714005J,sherbim
FAT-0000386,ANG-0000185,NIVF-5955357308,2026-02-09,2026-02-13,49106.5,pranuar,2026-02-16,,K92704003T,sherbim
FAT-0000387,ANG-0000185,NIVF-8730685427,2026-04-01,2026-04-01,1185.49,pranuar,2026-04-02,,K92704003T,sherbim
FAT-0000388,ANG-0000185,NIVF-4730143964,2026-05-24,2026-05-26,2108.0,pranuar,2026-06-04,,K92704003T,sherbim
FAT-0000389,ANG-0000186,NIVF-3930695688,2026-02-07,2026-02-11,51000.0,pranuar,2026-02-13,,L61608005C,sherbim
FAT-0000390,ANG-0000187,NIVF-5573916272,2026-02-06,2026-02-07,52617.4,refuzuar,2026-02-13,Gabim në shumën e faturuar,J61814009W,mall
FAT-0000391,ANG-0000187,NIVF-5771017905,2026-03-30,2026-04-01,282948.05,pranuar,2026-04-07,,J61814009W,mall
FAT-0000392,ANG-0000187,NIVF-3090519110,2026-05-17,2026-05-20,135170.55,pranuar,2026-05-26,,J61814009W,mall
FAT-0000393,ANG-0000188,NIVF-7204127116,2026-02-01,2026-02-05,56522.95,pranuar,2026-02-09,,M52617004S,pune
FAT-0000394,ANG-0000188,NIVF-9233400032,2026-03-16,2026-03-17,42977.05,pranuar,2026-03-23,,M52617004S,pune
FAT-0000395,ANG-0000189,NIVF-7523942249,2026-01-27,2026-01-29,98000.0,refuzuar,2026-02-03,Mungesë dokumentacioni mbështetës,K26330201T,mall
FAT-0000396,ANG-0000190,NIVF-2851561537,2026-02-05,2026-02-09,318661.77,pranuar,2026-02-11,,K21912001R,pune
FAT-0000397,ANG-0000190,NIVF-8589767316,2026-03-21,2026-03-24,221338.23,pranuar,2026-03-27,,K21912001R,pune
FAT-0000398,ANG-0000191,NIVF-4643086908,2026-01-29,2026-01-30,48644.91,pranuar,2026-02-08,,M52617004S,mall
FAT-0000399,ANG-0000191,NIVF-3716359112,2026-03-29,2026-04-02,31445.07,pranuar,2026-04-03,,M52617004S,mall
FAT-0000400,ANG-0000191,NIVF-8847742714,2026-04-19,2026-04-23,19430.03,refuzuar,2026-04-28,Gabim në shumën e faturuar,M52617004S,mall
