numri_urdherit_shpenzimit,numri_fatures,data_urdherit_shpenzimit,data_ekzekutimit_pageses,vlera_paguar_faktikisht,afati_aplikueshem_dite
URDH-0000374,FAT-0000407,2026-02-21,2026-02-22,16832.87,30
URDH-0000375,FAT-0000408,2026-03-13,2026-04-06,69185.03,30
URDH-0000376,FAT-0000409,2026-04-17,2026-04-26,13982.1,30
URDH-0000377,FAT-0000410,2026-02-08,2026-02-08,41700.0,30
URDH-0000378,FAT-0000411,2026-02-24,2026-02-24,2285.86,30
URDH-0000379,FAT-0000412,2026-04-10,2026-04-30,78435.13,30
URDH-0000380,FAT-0000413,2026-05-28,2026-06-01,19179.01,30
URDH-0000381,FAT-0000414,2026-02-19,2026-02-28,95833.0,30
URDH-0000382,FAT-0000415,2026-02-21,2026-03-07,25556.69,30
URDH-0000383,FAT-0000416,2026-03-26,2026-04-10,22443.31,30
URDH-0000384,FAT-0000418,2026-04-17,2026-04-17,2084667.94,30
URDH-0000385,FAT-0000419,2026-06-14,2026-06-14,1244822.12,30
URDH-0000386,FAT-0000420,2026-02-27,2026-02-27,10969.78,30
URDH-0000387,FAT-0000421,2026-04-07,2026-04-07,5279.69,30
URDH-0000388,FAT-0000422,2026-04-24,2026-04-26,7186.53,30
URDH-0000389,FAT-0000423,2026-02-09,2026-02-25,46700.0,30
URDH-0000390,FAT-0000424,2026-02-19,2026-02-26,10212397.66,30
URDH-0000391,FAT-0000425,2026-04-13,2026-04-27,444833.34,30
URDH-0000392,FAT-0000426,2026-02-19,2026-03-06,67090.97,30
URDH-0000393,FAT-0000427,2026-04-14,2026-05-02,32319.25,30
URDH-0000394,FAT-0000428,2026-05-21,2026-06-05,217389.78,30
URDH-0000395,FAT-0000429,2026-02-13,2026-02-13,15210.93,30
URDH-0000396,FAT-0000430,2026-04-16,2026-05-24,10118.2,30
URDH-0000397,FAT-0000432,2026-02-13,2026-02-22,149230.43,30
URDH-0000398,FAT-0000433,2026-03-14,2026-03-28,255769.57,30
URDH-0000399,FAT-0000434,2026-02-20,2026-02-26,40902.36,30
URDH-0000400,FAT-0000435,2026-03-14,2026-03-24,167250.78,30
URDH-0000401,FAT-0000436,2026-04-04,2026-05-17,196846.87,30
URDH-0000402,FAT-0000437,2026-02-11,2026-03-02,33560.03,30
URDH-0000403,FAT-0000438,2026-03-22,2026-03-22,61439.97,30
URDH-0000404,FAT-0000439,2026-02-15,2026-02-21,13888.41,30
URDH-0000405,FAT-0000440,2026-03-29,2026-04-03,70516.13,30
URDH-0000406,FAT-0000441,2026-05-23,2026-05-24,13595.45,30
URDH-0000407,FAT-0000442,2026-02-11,2026-02-24,85679.32,30
URDH-0000408,FAT-0000443,2026-03-06,2026-03-06,10320.68,30
URDH-0000409,FAT-0000444,2026-02-11,2026-02-15,25086.73,30
URDH-0000410,FAT-0000446,2026-05-30,2026-05-30,44793.11,30
URDH-0000411,FAT-0000447,2026-02-22,2026-03-10,3575.18,30
URDH-0000412,FAT-0000448,2026-04-03,2026-04-15,664.82,30
URDH-0000413,FAT-0000450,2026-03-25,2026-04-08,5840.21,30
URDH-0000414,FAT-0000451,2026-05-17,2026-05-23,27093.4,30
URDH-0000415,FAT-0000452,2026-02-12,2026-02-16,47055.41,30
URDH-0000416,FAT-0000453,2026-03-09,2026-03-12,95844.59,30
URDH-0000417,FAT-0000455,2026-03-09,2026-03-15,13912.74,30
URDH-0000418,FAT-0000456,2026-02-14,2026-02-14,826870.56,30
URDH-0000419,FAT-0000457,2026-03-13,2026-03-21,127418.8,30
URDH-0000420,FAT-0000459,2026-02-26,2026-03-16,27460.57,30
URDH-0000421,FAT-0000460,2026-04-26,2026-04-26,13952.21,30
URDH-0000422,FAT-0000463,2026-03-14,2026-03-26,5145.45,30
URDH-0000423,FAT-0000464,2026-02-06,2026-04-11,3827.96,30
URDH-0000424,FAT-0000465,2026-04-14,2026-04-14,172.45,30
URDH-0000425,FAT-0000467,2026-02-20,2026-02-20,4320.0,30
URDH-0000426,FAT-0000468,2026-02-21,2026-02-21,638000.0,30
URDH-0000427,FAT-0000469,2026-02-19,2026-03-05,497964.36,30
URDH-0000428,FAT-0000470,2026-04-16,2026-04-23,194430.02,30
URDH-0000429,FAT-0000471,2026-06-13,2026-06-26,307541.62,30
URDH-0000430,FAT-0000472,2026-03-02,2026-03-02,979020.0,30
URDH-0000431,FAT-0000473,2026-02-09,2026-03-02,434750.0,30
URDH-0000432,FAT-0000474,2026-02-27,2026-02-27,99189.0,30
URDH-0000433,FAT-0000475,2026-02-23,2026-02-25,1094381.62,30
URDH-0000434,FAT-0000476,2026-03-26,2026-03-30,575918.37,30
URDH-0000435,FAT-0000477,2026-02-26,2026-04-15,66600.0,30
URDH-0000436,FAT-0000478,2026-02-25,2026-02-26,6058738.33,30
URDH-0000437,FAT-0000480,2026-02-22,2026-03-09,11031.43,30
URDH-0000438,FAT-0000482,2026-02-19,2026-03-04,292.0,30
URDH-0000439,FAT-0000483,2026-02-15,2026-02-28,2591.91,30
URDH-0000440,FAT-0000484,2026-03-23,2026-03-23,18208.09,30
URDH-0000441,FAT-0000485,2026-02-15,2026-03-03,34712.83,30
URDH-0000442,FAT-0000486,2026-03-31,2026-03-31,79918.02,30
URDH-0000443,FAT-0000487,2026-05-12,2026-05-23,820369.15,30
URDH-0000444,FAT-0000488,2026-02-21,2026-04-27,66333.09,30
URDH-0000445,FAT-0000489,2026-04-04,2026-04-04,50386.12,30
URDH-0000446,FAT-0000490,2026-05-29,2026-05-29,43480.79,30
URDH-0000447,FAT-0000491,2026-02-12,2026-02-24,231967.86,30
URDH-0000448,FAT-0000492,2026-03-15,2026-03-15,229032.14,30
URDH-0000449,FAT-0000494,2026-02-12,2026-02-16,27426.98,30
URDH-0000450,FAT-0000495,2026-04-09,2026-04-24,241125.03,30
URDH-0000451,FAT-0000496,2026-04-28,2026-05-21,51848.0,30
URDH-0000452,FAT-0000497,2026-02-17,2026-03-04,93340.69,30
URDH-0000453,FAT-0000498,2026-03-19,2026-03-22,126659.31,30
URDH-0000454,FAT-0000499,2026-02-18,2026-03-08,74060.8,30
URDH-0000455,FAT-0000500,2026-03-15,2026-03-25,51063.36,30
URDH-0000456,FAT-0000501,2026-05-04,2026-05-04,54775.85,30
URDH-0000457,FAT-0000502,2026-02-17,2026-02-17,65500.0,30
URDH-0000458,FAT-0000503,2026-02-16,2026-03-18,173454.03,30
URDH-0000459,FAT-0000504,2026-03-25,2026-05-12,776545.97,30
URDH-0000460,FAT-0000505,2026-02-13,2026-02-21,9586.9,30
URDH-0000461,FAT-0000506,2026-04-06,2026-05-27,5232.45,30
URDH-0000462,FAT-0000507,2026-05-25,2026-06-01,85180.66,30
URDH-0000463,FAT-0000508,2026-02-27,2026-03-12,2196000.0,30
URDH-0000464,FAT-0000509,2026-02-09,2026-02-24,14569.91,30
URDH-0000465,FAT-0000510,2026-03-26,2026-04-24,5383.69,30
URDH-0000466,FAT-0000512,2026-02-21,2026-02-21,275700.0,30
URDH-0000467,FAT-0000513,2026-02-17,2026-02-17,6626.8,30
URDH-0000468,FAT-0000514,2026-03-13,2026-03-19,47373.2,30
URDH-0000469,FAT-0000515,2026-02-17,2026-03-05,51169.0,30
URDH-0000470,FAT-0000516,2026-03-26,2026-04-04,39162.71,30
URDH-0000471,FAT-0000517,2026-05-19,2026-07-16,8668.3,30
URDH-0000472,FAT-0000518,2026-02-25,2026-03-14,0.0,30
URDH-0000473,FAT-0000519,2026-02-22,2026-04-04,53300.13,30
URDH-0000474,FAT-0000520,2026-03-30,2026-04-11,46366.54,30
URDH-0000475,FAT-0000521,2026-02-21,2026-03-08,6944700.0,30
URDH-0000476,FAT-0000522,2026-02-20,2026-03-11,108800.0,30
URDH-0000477,FAT-0000523,2026-02-14,2026-02-24,14395.28,30
URDH-0000478,FAT-0000524,2026-03-24,2026-04-06,35604.72,30
URDH-0000479,FAT-0000525,2026-02-11,2026-02-14,16723.8,30
URDH-0000480,FAT-0000526,2026-03-31,2026-06-01,169818.69,30
URDH-0000481,FAT-0000528,2026-02-26,2026-02-26,167000.0,30
URDH-0000482,FAT-0000529,2026-02-16,2026-03-01,119120.0,30
URDH-0000483,FAT-0000530,2026-02-14,2026-02-14,10226.66,30
URDH-0000484,FAT-0000531,2026-04-06,2026-04-14,70464.33,30
URDH-0000485,FAT-0000532,2026-05-28,2026-06-21,78429.01,30
URDH-0000486,FAT-0000533,2026-02-19,2026-02-19,5837.94,30
URDH-0000487,FAT-0000534,2026-03-05,2026-03-23,2193.9,30
URDH-0000488,FAT-0000535,2026-04-28,2026-07-05,1618.16,30
URDH-0000489,FAT-0000536,2026-02-08,2026-02-10,3326.98,30
URDH-0000490,FAT-0000537,2026-03-18,2026-05-13,2710.1,30
URDH-0000491,FAT-0000538,2026-04-14,2026-05-06,2262.92,30
URDH-0000492,FAT-0000539,2026-02-23,2026-02-23,24303.44,30
URDH-0000493,FAT-0000540,2026-04-19,2026-04-21,263807.84,30
URDH-0000494,FAT-0000541,2026-05-17,2026-05-17,456688.71,30
URDH-0000495,FAT-0000542,2026-02-16,2026-03-16,746141.5,30
URDH-0000496,FAT-0000543,2026-04-04,2026-04-04,241358.5,30
URDH-0000497,FAT-0000544,2026-02-14,2026-02-28,295000.0,30
URDH-0000498,FAT-0000545,2026-02-23,2026-02-23,199964.5,30
URDH-0000499,FAT-0000546,2026-02-12,2026-02-25,847548.72,30
URDH-0000500,FAT-0000548,2026-02-12,2026-02-15,23513.6,30
URDH-0000501,FAT-0000549,2026-03-08,2026-03-14,133236.4,30
URDH-0000502,FAT-0000550,2026-02-24,2026-03-09,51051.3,30
URDH-0000503,FAT-0000551,2026-03-29,2026-05-29,45948.7,30
URDH-0000504,FAT-0000552,2026-02-26,2026-03-11,37959.46,30
URDH-0000505,FAT-0000553,2026-04-25,2026-05-02,11540.54,30
URDH-0000506,FAT-0000554,2026-02-10,2026-04-05,0.0,30
URDH-0000507,FAT-0000555,2026-04-04,2026-04-04,0.0,30
URDH-0000508,FAT-0000556,2026-02-17,2026-02-17,52200.0,30
URDH-0000509,FAT-0000557,2026-02-18,2026-03-06,41003.99,30
URDH-0000510,FAT-0000558,2026-04-10,2026-04-10,286131.07,30
URDH-0000511,FAT-0000559,2026-04-27,2026-04-27,54014.94,30
URDH-0000512,FAT-0000560,2026-02-16,2026-02-22,5263532.64,30
URDH-0000513,FAT-0000561,2026-04-22,2026-04-22,645467.36,30
URDH-0000514,FAT-0000562,2026-02-24,2026-03-06,299000.0,30
URDH-0000515,FAT-0000563,2026-02-14,2026-03-28,53959.03,30
URDH-0000516,FAT-0000564,2026-03-10,2026-03-25,268955.18,30
URDH-0000517,FAT-0000565,2026-04-25,2026-04-29,37084.79,30
URDH-0000518,FAT-0000566,2026-02-15,2026-02-19,641850.0,30
URDH-0000519,FAT-0000567,2026-02-08,2026-02-08,56851.4,30
URDH-0000520,FAT-0000568,2026-04-09,2026-04-09,23649.42,30
URDH-0000521,FAT-0000570,2026-02-23,2026-02-23,6653050.0,30
URDH-0000522,FAT-0000571,2026-02-22,2026-03-05,61476.32,30
URDH-0000523,FAT-0000572,2026-04-02,2026-04-05,262641.78,30
URDH-0000524,FAT-0000574,2026-03-04,2026-03-16,120516.31,30
URDH-0000525,FAT-0000576,2026-05-11,2026-05-20,118873.98,30
URDH-0000526,FAT-0000577,2026-02-18,2026-03-15,3070.4,30
URDH-0000527,FAT-0000578,2026-03-27,2026-05-07,21129.6,30
URDH-0000528,FAT-0000579,2026-02-22,2026-02-22,51.04,30
URDH-0000529,FAT-0000581,2026-04-20,2026-04-20,1050.38,30
URDH-0000530,FAT-0000582,2026-02-21,2026-02-21,13955.48,30
URDH-0000531,FAT-0000583,2026-04-23,2026-04-23,14995.8,30
URDH-0000532,FAT-0000584,2026-05-28,2026-06-11,1377.71,30
URDH-0000533,FAT-0000585,2026-02-16,2026-04-10,20857.59,30
URDH-0000534,FAT-0000586,2026-04-02,2026-04-23,13015.57,30
URDH-0000535,FAT-0000587,2026-04-24,2026-04-24,11626.85,30
URDH-0000536,FAT-0000588,2026-03-03,2026-03-16,638.75,30
URDH-0000537,FAT-0000589,2026-04-11,2026-04-11,2393.78,30
URDH-0000538,FAT-0000591,2026-02-28,2026-03-03,12.76,30
URDH-0000539,FAT-0000592,2026-04-21,2026-04-23,12.66,30
URDH-0000540,FAT-0000593,2026-02-26,2026-03-02,224077.44,30
URDH-0000541,FAT-0000594,2026-04-08,2026-05-03,183766.65,30
URDH-0000542,FAT-0000596,2026-02-16,2026-02-20,27705.6,30
URDH-0000543,FAT-0000597,2026-04-03,2026-04-17,59858.17,30
URDH-0000544,FAT-0000598,2026-05-12,2026-05-24,10236.23,30
URDH-0000545,FAT-0000599,2026-02-17,2026-02-28,14401.1,30
URDH-0000546,FAT-0000600,2026-04-11,2026-04-18,6088.9,30
URDH-0000547,FAT-0000601,2026-02-15,2026-02-15,174000.0,30
URDH-0000548,FAT-0000603,2026-03-18,2026-03-18,865752.56,30
URDH-0000549,FAT-0000604,2026-02-28,2026-03-09,480000.0,30
URDH-0000550,FAT-0000605,2026-02-17,2026-03-19,2183.73,30
URDH-0000551,FAT-0000607,2026-02-26,2026-03-04,321594.85,30
URDH-0000552,FAT-0000609,2026-04-24,2026-05-11,39300.92,30
URDH-0000553,FAT-0000610,2026-03-01,2026-03-01,70507.89,30
URDH-0000554,FAT-0000611,2026-03-25,2026-03-25,55106.85,30
URDH-0000555,FAT-0000612,2026-04-23,2026-04-23,36735.26,30
URDH-0000556,FAT-0000613,2026-02-22,2026-02-22,202584.63,30
URDH-0000557,FAT-0000614,2026-03-25,2026-04-02,533715.37,30
URDH-0000558,FAT-0000615,2026-02-27,2026-02-27,100000.0,30
URDH-0000559,FAT-0000616,2026-02-20,2026-03-12,10000.0,30
URDH-0000560,FAT-0000617,2026-02-18,2026-03-02,227500.0,30
URDH-0000561,FAT-0000618,2026-02-16,2026-03-04,47066.86,30
URDH-0000562,FAT-0000620,2026-02-21,2026-02-24,45732.58,30
URDH-0000563,FAT-0000621,2026-04-02,2026-04-02,44767.42,30
URDH-0000564,FAT-0000622,2026-02-24,2026-02-24,9921.31,30
URDH-0000565,FAT-0000623,2026-04-02,2026-04-02,7678.69,30
URDH-0000566,FAT-0000624,2026-02-27,2026-02-27,95590.0,30
URDH-0000567,FAT-0000625,2026-02-26,2026-02-27,2.09,30
URDH-0000568,FAT-0000626,2026-03-12,2026-03-22,1.97,30
URDH-0000569,FAT-0000628,2026-02-09,2026-02-09,79425.36,30
URDH-0000570,FAT-0000629,2026-03-24,2026-03-30,64950.61,30
URDH-0000571,FAT-0000630,2026-05-03,2026-06-02,544624.03,30
URDH-0000572,FAT-0000631,2026-02-27,2026-03-04,2.22,30
URDH-0000573,FAT-0000633,2026-04-29,2026-05-11,0.92,30
URDH-0000574,FAT-0000634,2026-02-23,2026-02-23,179384.71,30
URDH-0000575,FAT-0000635,2026-04-22,2026-04-22,104615.29,30
URDH-0000576,FAT-0000636,2026-02-20,2026-02-20,25000.02,30
URDH-0000577,FAT-0000637,2026-02-17,2026-03-19,16073.48,30
URDH-0000578,FAT-0000638,2026-03-26,2026-04-15,30445.8,30
URDH-0000579,FAT-0000639,2026-04-27,2026-05-01,23480.72,30
URDH-0000580,FAT-0000640,2026-03-03,2026-04-07,20343.42,30
URDH-0000581,FAT-0000641,2026-04-25,2026-04-25,41123.3,30
URDH-0000582,FAT-0000642,2026-06-09,2026-07-22,8633.28,30
URDH-0000583,FAT-0000643,2026-02-22,2026-03-01,992.4,30
URDH-0000584,FAT-0000644,2026-03-30,2026-03-30,19373.6,30
URDH-0000585,FAT-0000645,2026-02-21,2026-02-21,125081.57,30
URDH-0000586,FAT-0000646,2026-04-01,2026-04-01,169847.19,30
URDH-0000587,FAT-0000647,2026-05-13,2026-05-27,11580.04,30
URDH-0000588,FAT-0000648,2026-02-21,2026-02-26,12100.0,30
URDH-0000589,FAT-0000649,2026-02-15,2026-03-02,3251.16,30
URDH-0000590,FAT-0000650,2026-03-29,2026-04-12,3915.6,30
URDH-0000591,FAT-0000651,2026-05-11,2026-06-04,1833.24,30
URDH-0000592,FAT-0000652,2026-02-14,2026-02-25,6404.79,30
URDH-0000593,FAT-0000653,2026-03-08,2026-03-08,6095.21,30
URDH-0000594,FAT-0000654,2026-02-11,2026-02-19,17400.0,30
URDH-0000595,FAT-0000655,2026-02-27,2026-03-04,666000.0,30
URDH-0000596,FAT-0000656,2026-02-22,2026-03-05,535000.0,30
URDH-0000597,FAT-0000657,2026-03-03,2026-03-03,580000.0,30
URDH-0000598,FAT-0000658,2026-03-03,2026-03-03,34260.51,30
URDH-0000599,FAT-0000659,2026-03-12,2026-03-20,8956.49,30
URDH-0000600,FAT-0000660,2026-02-14,2026-02-22,62787.92,30
URDH-0000601,FAT-0000661,2026-03-25,2026-04-03,5848.72,30
URDH-0000602,FAT-0000662,2026-05-09,2026-05-09,18363.36,30
URDH-0000603,FAT-0000663,2026-02-16,2026-03-06,64332.0,30
URDH-0000604,FAT-0000664,2026-02-20,2026-02-28,9258.48,30
URDH-0000605,FAT-0000665,2026-03-15,2026-03-31,20741.52,30
URDH-0000606,FAT-0000666,2026-03-03,2026-03-13,386021.21,30
URDH-0000607,FAT-0000667,2026-04-21,2026-04-25,370033.87,30
URDH-0000608,FAT-0000668,2026-05-17,2026-05-30,1218194.92,30
URDH-0000609,FAT-0000669,2026-02-18,2026-02-18,18395.0,30
URDH-0000610,FAT-0000670,2026-03-11,2026-03-24,14864.61,30
URDH-0000611,FAT-0000671,2026-05-01,2026-07-03,740.38,30
URDH-0000612,FAT-0000672,2026-02-14,2026-02-14,970309.72,30
URDH-0000613,FAT-0000673,2026-03-27,2026-03-27,22682.28,30
URDH-0000614,FAT-0000674,2026-02-15,2026-02-20,4838.79,30
URDH-0000615,FAT-0000676,2026-02-28,2026-03-08,390000.0,30
URDH-0000616,FAT-0000677,2026-02-19,2026-02-19,5002.06,30
URDH-0000617,FAT-0000678,2026-04-08,2026-04-08,85997.94,30
URDH-0000618,FAT-0000679,2026-02-15,2026-03-09,693000.0,30
URDH-0000619,FAT-0000680,2026-02-15,2026-03-01,62161.76,30
URDH-0000620,FAT-0000682,2026-02-22,2026-03-13,18619.07,30
URDH-0000621,FAT-0000683,2026-04-02,2026-04-13,15580.93,30
URDH-0000622,FAT-0000684,2026-02-22,2026-02-22,275682.93,30
URDH-0000623,FAT-0000685,2026-03-14,2026-03-29,3317.07,30
URDH-0000624,FAT-0000686,2026-02-19,2026-03-16,14000.0,30
URDH-0000625,FAT-0000687,2026-02-26,2026-03-01,2265.03,30
URDH-0000626,FAT-0000688,2026-03-20,2026-03-20,23168.71,30
URDH-0000627,FAT-0000689,2026-04-18,2026-04-18,31116.27,30
URDH-0000628,FAT-0000691,2026-03-07,2026-03-07,14103.18,30
URDH-0000629,FAT-0000692,2026-03-31,2026-04-17,13509.3,30
URDH-0000630,FAT-0000693,2026-02-14,2026-02-28,1181.77,30
URDH-0000631,FAT-0000694,2026-03-22,2026-03-23,25042.95,30
URDH-0000632,FAT-0000695,2026-05-21,2026-05-26,73775.27,30
URDH-0000633,FAT-0000697,2026-02-27,2026-03-19,13716.3,30
URDH-0000634,FAT-0000698,2026-04-05,2026-04-09,1283.7,30
URDH-0000635,FAT-0000699,2026-02-18,2026-02-18,6072.7,30
URDH-0000636,FAT-0000700,2026-03-31,2026-05-04,20177.3,30
URDH-0000637,FAT-0000701,2026-03-07,2026-03-07,1887.15,30
URDH-0000638,FAT-0000702,2026-04-14,2026-05-11,2030.69,30
URDH-0000639,FAT-0000703,2026-06-12,2026-06-14,882.17,30
URDH-0000640,FAT-0000704,2026-02-27,2026-03-11,56000.0,30
URDH-0000641,FAT-0000705,2026-02-16,2026-02-16,557821.53,30
URDH-0000642,FAT-0000706,2026-04-15,2026-04-22,183178.47,30
URDH-0000643,FAT-0000707,2026-02-21,2026-03-07,44452.06,30
URDH-0000644,FAT-0000708,2026-04-14,2026-04-14,4047.94,30
URDH-0000645,FAT-0000709,2026-02-13,2026-02-13,3324.28,30
URDH-0000646,FAT-0000710,2026-03-16,2026-03-28,10675.72,30
URDH-0000647,FAT-0000711,2026-02-25,2026-03-03,105000.0,30
URDH-0000648,FAT-0000712,2026-02-25,2026-02-27,15664.84,30
URDH-0000649,FAT-0000713,2026-04-27,2026-04-27,17815.16,30
URDH-0000650,FAT-0000715,2026-03-18,2026-04-03,73214.18,30
URDH-0000651,FAT-0000716,2026-04-22,2026-04-23,248509.4,30
URDH-0000652,FAT-0000718,2026-02-19,2026-03-10,47000.0,30
URDH-0000653,FAT-0000719,2026-02-27,2026-02-27,48400.0,30
URDH-0000654,FAT-0000720,2026-02-13,2026-02-18,50000.0,30
URDH-0000655,FAT-0000721,2026-02-19,2026-02-25,95.15,30
URDH-0000656,FAT-0000722,2026-02-17,2026-02-17,365151.57,30
URDH-0000657,FAT-0000725,2026-03-28,2026-05-08,81917.52,30
URDH-0000658,FAT-0000726,2026-02-25,2026-02-25,38093.78,30
URDH-0000659,FAT-0000727,2026-04-16,2026-04-30,58406.22,30
URDH-0000660,FAT-0000728,2026-02-18,2026-02-25,34900.0,30
URDH-0000661,FAT-0000729,2026-02-14,2026-02-16,70654.84,30
URDH-0000662,FAT-0000730,2026-04-01,2026-04-25,27057.16,30
URDH-0000663,FAT-0000731,2026-02-21,2026-03-12,16454.57,30
URDH-0000664,FAT-0000732,2026-04-26,2026-04-26,17322.32,30
URDH-0000665,FAT-0000733,2026-06-16,2026-07-01,66223.12,30
URDH-0000666,FAT-0000734,2026-02-25,2026-03-12,65900.12,30
URDH-0000667,FAT-0000735,2026-04-27,2026-04-27,49991.31,30
URDH-0000668,FAT-0000736,2026-05-15,2026-05-18,30443.57,30
URDH-0000669,FAT-0000737,2026-02-25,2026-02-25,12926.26,30
URDH-0000670,FAT-0000738,2026-03-27,2026-05-17,73.74,30
URDH-0000671,FAT-0000739,2026-02-24,2026-02-28,154429.81,30
URDH-0000672,FAT-0000740,2026-03-19,2026-03-19,164738.56,30
URDH-0000673,FAT-0000741,2026-03-04,2026-03-04,80.32,30
URDH-0000674,FAT-0000742,2026-03-26,2026-03-30,19.56,30
URDH-0000675,FAT-0000743,2026-02-15,2026-03-08,239032.85,30
URDH-0000676,FAT-0000744,2026-03-24,2026-03-24,155967.15,30
URDH-0000677,FAT-0000745,2026-02-27,2026-03-11,2500000.0,30
URDH-0000678,FAT-0000746,2026-03-03,2026-03-03,39007.2,30
URDH-0000679,FAT-0000747,2026-04-13,2026-04-13,185146.89,30
URDH-0000680,FAT-0000748,2026-06-12,2026-06-30,174995.91,30
URDH-0000681,FAT-0000749,2026-02-26,2026-03-31,9430.2,30
URDH-0000682,FAT-0000750,2026-04-06,2026-05-29,18886.12,30
URDH-0000683,FAT-0000751,2026-05-08,2026-05-25,9183.67,30
URDH-0000684,FAT-0000752,2026-02-17,2026-02-17,10389.56,30
URDH-0000685,FAT-0000753,2026-03-15,2026-03-15,42013.66,30
URDH-0000686,FAT-0000754,2026-04-10,2026-04-25,20096.78,30
URDH-0000687,FAT-0000755,2026-02-25,2026-02-27,125400.0,30
URDH-0000688,FAT-0000756,2026-02-21,2026-02-21,138171.46,30
URDH-0000689,FAT-0000757,2026-03-12,2026-03-30,17978.54,30
URDH-0000690,FAT-0000758,2026-03-01,2026-03-01,225774.48,30
URDH-0000691,FAT-0000759,2026-03-18,2026-03-30,302125.52,30
URDH-0000692,FAT-0000761,2026-02-23,2026-02-28,910378.63,30
URDH-0000693,FAT-0000762,2026-04-01,2026-04-03,282438.14,30
URDH-0000694,FAT-0000765,2026-04-06,2026-04-09,1005.3,30
URDH-0000695,FAT-0000766,2026-04-27,2026-05-01,4894.85,30
URDH-0000696,FAT-0000767,2026-02-23,2026-02-23,6608119.43,30
URDH-0000697,FAT-0000768,2026-04-23,2026-04-23,2243963.66,30
URDH-0000698,FAT-0000769,2026-05-11,2026-05-11,1545416.91,30
URDH-0000699,FAT-0000771,2026-04-03,2026-04-03,23.98,30
URDH-0000700,FAT-0000772,2026-04-27,2026-05-01,131.85,30
URDH-0000701,FAT-0000773,2026-02-17,2026-02-17,128598.8,30
URDH-0000702,FAT-0000774,2026-03-29,2026-04-07,866401.2,30
URDH-0000703,FAT-0000775,2026-02-16,2026-03-02,1157.28,30
URDH-0000704,FAT-0000776,2026-03-20,2026-04-03,3909.39,30
URDH-0000705,FAT-0000777,2026-05-19,2026-05-27,8058.33,30
URDH-0000706,FAT-0000778,2026-02-27,2026-03-11,79648.9,30
URDH-0000707,FAT-0000779,2026-03-08,2026-04-16,19396.94,30
URDH-0000708,FAT-0000780,2026-04-20,2026-06-14,245014.15,30
URDH-0000709,FAT-0000781,2026-03-01,2026-03-01,1270500.0,30
URDH-0000710,FAT-0000782,2026-02-28,2026-03-04,178612.18,30
URDH-0000711,FAT-0000783,2026-03-30,2026-04-12,52310.48,30
URDH-0000712,FAT-0000784,2026-05-02,2026-05-02,87488.84,30
URDH-0000713,FAT-0000786,2026-03-31,2026-04-12,89689.76,30
URDH-0000714,FAT-0000787,2026-04-24,2026-04-29,8330.92,30
URDH-0000715,FAT-0000788,2026-02-11,2026-02-14,210000.0,30
URDH-0000716,FAT-0000789,2026-03-01,2026-03-01,7907.06,30
URDH-0000717,FAT-0000790,2026-03-24,2026-04-10,56403.84,30
URDH-0000718,FAT-0000791,2026-05-15,2026-05-15,16689.1,30
URDH-0000719,FAT-0000792,2026-02-18,2026-02-18,441675.0,30
URDH-0000720,FAT-0000793,2026-03-05,2026-03-19,17211.45,30
URDH-0000721,FAT-0000794,2026-04-27,2026-05-04,952788.55,30
URDH-0000722,FAT-0000795,2026-02-21,2026-02-27,184834.51,30
URDH-0000723,FAT-0000796,2026-03-23,2026-04-10,180880.72,30
URDH-0000724,FAT-0000797,2026-05-07,2026-05-16,375284.76,30
URDH-0000725,FAT-0000798,2026-03-02,2026-04-22,12500.0,30
URDH-0000726,FAT-0000799,2026-03-02,2026-03-11,2316732.56,30
URDH-0000727,FAT-0000801,2026-02-28,2026-03-13,305976.35,30
URDH-0000728,FAT-0000803,2026-04-29,2026-04-29,119492.23,30
URDH-0000729,FAT-0000804,2026-02-26,2026-02-26,565617.59,30
URDH-0000730,FAT-0000805,2026-04-06,2026-05-23,88359.33,30
URDH-0000731,FAT-0000806,2026-05-14,2026-05-15,16023.08,30
URDH-0000732,FAT-0000807,2026-02-21,2026-02-21,148356.07,30
URDH-0000733,FAT-0000808,2026-04-15,2026-04-16,85123.62,30
URDH-0000734,FAT-0000809,2026-05-15,2026-05-19,565.25,30
URDH-0000735,FAT-0000810,2026-02-24,2026-02-24,99000.0,30
URDH-0000736,FAT-0000811,2026-03-02,2026-03-02,8038.95,30
URDH-0000737,FAT-0000812,2026-03-22,2026-04-03,91961.05,30
URDH-0000738,FAT-0000813,2026-02-23,2026-02-23,2453.43,30
URDH-0000739,FAT-0000815,2026-05-12,2026-05-20,530.68,30
URDH-0000740,FAT-0000816,2026-03-03,2026-03-03,44223.58,30
URDH-0000741,FAT-0000817,2026-04-15,2026-04-15,42026.42,30
URDH-0000742,FAT-0000818,2026-03-04,2026-03-05,0.0,30
URDH-0000743,FAT-0000819,2026-03-01,2026-04-09,119739.96,30
URDH-0000744,FAT-0000820,2026-03-28,2026-03-28,77222.64,30
URDH-0000745,FAT-0000821,2026-05-16,2026-05-26,628037.39,30
URDH-0000746,FAT-0000822,2026-02-23,2026-03-13,41820.25,30
URDH-0000747,FAT-0000823,2026-04-21,2026-04-29,41143.85,30
URDH-0000748,FAT-0000824,2026-05-19,2026-05-23,17018.9,30
URDH-0000749,FAT-0000825,2026-02-19,2026-03-06,100000.0,30
